distributor_id,market,product_id,product_family,training_interaction_count,held_out_relevant,seen_in_training,stock_available,market_eligible,popularity_score,latent_score,popularity_unseen_rank,latent_unseen_rank,final_business_score,final_eligible_rank,recommended_top_5
D43-070,MEA,SKU-02,spices,4,0,1,1,1,51.00,2.634457,,,2.532457,,0
D43-070,MEA,SKU-03,coffee,0,0,0,1,1,50.00,1.471865,5,2,1.551865,1,1
D43-070,MEA,SKU-04,tea,0,0,0,1,1,88.00,-0.571049,1,9,-0.747049,6,0
D43-070,MEA,SKU-05,noodles,0,0,0,1,1,46.00,-0.233441,6,8,-0.325441,5,1
D43-070,MEA,SKU-06,spices,0,0,0,0,1,51.00,1.627693,4,1,1.525693,,0
D43-070,MEA,SKU-07,coffee,0,0,0,1,1,46.00,0.131046,7,3,0.219046,2,1
D43-070,MEA,SKU-08,tea,5,0,1,1,1,19.00,0.900199,,,0.862199,,0
D43-070,MEA,SKU-09,noodles,0,0,0,1,1,84.00,-0.102405,2,7,-0.270405,4,1
D43-070,MEA,SKU-10,spices,0,1,0,1,0,58.00,0.040413,3,5,-0.075587,,0
D43-070,MEA,SKU-11,coffee,0,0,0,0,1,4.00,0.044320,8,4,0.216320,,0
D43-070,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,9,6,0.000000,3,1
D43-071,EU,SKU-01,noodles,0,0,0,1,1,60.00,0.775055,3,1,0.835055,1,1
D43-071,EU,SKU-02,spices,0,0,0,1,1,51.00,0.594601,5,2,0.492601,2,1
D43-071,EU,SKU-03,coffee,0,0,0,1,1,50.00,0.157552,6,6,0.237552,6,0
D43-071,EU,SKU-04,tea,0,0,0,1,1,88.00,0.110952,1,7,0.114952,7,0
D43-071,EU,SKU-05,noodles,0,0,0,1,1,46.00,0.199677,7,4,0.287677,5,1
D43-071,EU,SKU-06,spices,3,0,1,0,1,51.00,0.510591,,,0.408591,,0
D43-071,EU,SKU-07,coffee,0,1,0,1,1,46.00,0.338588,8,3,0.426588,3,1
D43-071,EU,SKU-08,tea,0,0,0,1,1,19.00,0.190913,9,5,0.332913,4,1
D43-071,EU,SKU-09,noodles,0,0,0,1,1,84.00,-0.235889,2,11,-0.223889,8,0
D43-071,EU,SKU-10,spices,0,0,0,1,1,58.00,-0.181652,4,10,-0.297652,9,0
D43-071,EU,SKU-11,coffee,0,0,0,0,1,4.00,-0.008587,10,9,0.163413,,0
D43-071,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,11,8,0.180000,,0
D43-072,AMER,SKU-01,noodles,0,0,0,1,1,60.00,0.339054,1,3,0.219054,3,1
D43-072,AMER,SKU-02,spices,0,0,0,1,1,51.00,-0.517682,2,8,-0.619682,6,0
D43-072,AMER,SKU-03,coffee,0,0,0,1,1,50.00,0.956434,4,2,0.856434,2,1
D43-072,AMER,SKU-04,tea,5,0,1,1,1,88.00,5.203159,,,5.027159,,0
D43-072,AMER,SKU-05,noodles,0,0,0,1,1,46.00,2.266339,5,1,2.174339,1,1
D43-072,AMER,SKU-06,spices,0,0,0,0,1,51.00,0.210591,3,4,0.108591,,0
D43-072,AMER,SKU-07,coffee,5,0,1,1,1,46.00,2.670405,,,2.578405,,0
D43-072,AMER,SKU-08,tea,0,0,0,1,1,19.00,-0.182509,6,7,-0.220509,5,1
D43-072,AMER,SKU-09,noodles,3,0,1,1,1,84.00,4.160171,,,3.992171,,0
D43-072,AMER,SKU-10,spices,5,0,1,1,1,58.00,2.742126,,,2.626126,,0
D43-072,AMER,SKU-11,coffee,0,1,0,0,1,4.00,0.130728,7,5,0.122728,,0
D43-072,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,8,6,0.000000,4,1
D43-073,SEA,SKU-01,noodles,4,0,1,1,1,60.00,3.678292,,,3.558292,,0
D43-073,SEA,SKU-02,spices,3,0,1,1,1,51.00,3.667171,,,3.565171,,0
D43-073,SEA,SKU-03,coffee,4,0,1,1,1,50.00,2.493270,,,2.393270,,0
D43-073,SEA,SKU-04,tea,0,0,0,1,1,88.00,-0.566718,1,8,-0.742718,6,0
D43-073,SEA,SKU-05,noodles,0,0,0,1,1,46.00,-0.471502,5,7,-0.563502,5,1
D43-073,SEA,SKU-06,spices,0,0,0,0,1,51.00,2.092628,4,1,1.990628,,0
D43-073,SEA,SKU-07,coffee,0,0,0,1,1,46.00,0.000169,6,5,-0.091831,4,1
D43-073,SEA,SKU-08,tea,4,0,1,1,1,19.00,1.272811,,,1.234811,,0
D43-073,SEA,SKU-09,noodles,0,0,0,1,1,84.00,0.722200,2,2,0.554200,2,1
D43-073,SEA,SKU-10,spices,0,0,0,1,1,58.00,0.713003,3,3,0.597003,1,1
D43-073,SEA,SKU-11,coffee,0,0,0,0,1,4.00,0.109844,7,4,0.101844,,0
D43-073,SEA,SKU-12,tea,0,1,0,1,1,0.00,0.000000,8,6,0.000000,3,1
D43-074,MEA,SKU-01,noodles,0,0,0,1,1,60.00,0.445839,1,3,0.325839,1,1
D43-074,MEA,SKU-02,spices,0,0,0,1,1,51.00,-0.702235,3,8,-0.624235,4,1
D43-074,MEA,SKU-03,coffee,0,0,0,1,1,50.00,-0.593567,5,7,-0.693567,5,1
D43-074,MEA,SKU-04,tea,4,0,1,1,1,88.00,3.863813,,,3.687813,,0
D43-074,MEA,SKU-05,noodles,5,0,1,1,1,46.00,2.383587,,,2.291587,,0
D43-074,MEA,SKU-06,spices,0,0,0,0,1,51.00,0.514964,4,1,0.592964,,0
D43-074,MEA,SKU-07,coffee,1,0,1,1,1,46.00,2.796008,,,2.704008,,0
D43-074,MEA,SKU-08,tea,0,0,0,1,1,19.00,-0.301099,6,6,-0.339099,3,1
D43-074,MEA,SKU-09,noodles,1,0,1,1,1,84.00,1.106659,,,0.938659,,0
D43-074,MEA,SKU-10,spices,0,0,0,1,0,58.00,0.471165,2,2,0.535165,,0
D43-074,MEA,SKU-11,coffee,0,1,0,0,1,4.00,-0.029774,7,5,-0.037774,,0
D43-074,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,8,4,0.000000,2,1
D43-075,EU,SKU-01,noodles,3,0,1,1,1,60.00,1.274972,,,1.154972,,0
D43-075,EU,SKU-02,spices,0,0,0,1,1,51.00,0.628506,2,5,0.526506,4,1
D43-075,EU,SKU-03,coffee,0,0,0,1,1,50.00,0.435796,4,6,0.515796,5,1
D43-075,EU,SKU-04,tea,4,0,1,1,1,88.00,2.129664,,,1.953664,,0
D43-075,EU,SKU-05,noodles,0,0,0,1,1,46.00,1.230083,5,2,1.138083,2,1
D43-075,EU,SKU-06,spices,0,0,0,0,1,51.00,0.862441,3,4,0.760441,,0
D43-075,EU,SKU-07,coffee,0,0,0,1,1,46.00,1.597687,6,1,1.685687,1,1
D43-075,EU,SKU-08,tea,0,0,0,1,1,19.00,0.188104,7,7,0.150104,6,0
D43-075,EU,SKU-09,noodles,0,0,0,1,1,84.00,0.997177,1,3,0.829177,3,1
D43-075,EU,SKU-10,spices,1,0,1,1,1,58.00,0.588727,,,0.472727,,0
D43-075,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.021982,8,8,0.193982,,0
D43-075,EU,SKU-12,tea,0,1,0,1,0,0.00,0.000000,9,9,0.000000,,0
D43-076,AMER,SKU-01,noodles,5,0,1,1,1,60.00,3.077896,,,2.957896,,0
D43-076,AMER,SKU-02,spices,0,0,0,1,1,51.00,2.501642,4,1,2.399642,1,1
D43-076,AMER,SKU-03,coffee,0,0,0,1,1,50.00,0.917260,5,3,0.997260,3,1
D43-076,AMER,SKU-04,tea,0,0,0,1,1,88.00,0.261949,1,6,0.265949,6,0
D43-076,AMER,SKU-05,noodles,0,0,0,1,1,46.00,0.557908,6,5,0.465908,5,1
D43-076,AMER,SKU-06,spices,4,0,1,0,1,51.00,1.972546,,,1.870546,,0
D43-076,AMER,SKU-07,coffee,0,0,0,1,1,46.00,1.078520,7,2,1.166520,2,1
D43-076,AMER,SKU-08,tea,0,1,0,1,1,19.00,0.819105,8,4,0.961105,4,1
D43-076,AMER,SKU-09,noodles,0,0,0,1,1,84.00,-0.626805,2,10,-0.794805,9,0
D43-076,AMER,SKU-10,spices,0,0,0,1,1,58.00,-0.456860,3,9,-0.572860,8,0
D43-076,AMER,SKU-11,coffee,0,0,0,0,1,4.00,-0.008903,9,8,0.163097,,0
D43-076,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,10,7,0.180000,7,0
D43-077,SEA,SKU-01,noodles,0,0,0,1,1,60.00,0.878994,2,2,0.758994,2,1
D43-077,SEA,SKU-02,spices,0,0,0,1,1,51.00,0.334093,4,3,0.232093,3,1
D43-077,SEA,SKU-03,coffee,0,0,0,1,1,50.00,-0.043964,5,9,0.036036,5,1
D43-077,SEA,SKU-04,tea,2,0,1,1,1,88.00,1.364429,,,1.188429,,0
D43-077,SEA,SKU-05,noodles,1,0,1,1,1,46.00,0.965759,,,0.873759,,0
D43-077,SEA,SKU-06,spices,3,0,1,0,1,51.00,0.651118,,,0.549118,,0
D43-077,SEA,SKU-07,coffee,0,1,0,1,1,46.00,1.231658,6,1,1.319658,1,1
D43-077,SEA,SKU-08,tea,0,0,0,1,1,19.00,0.082636,7,5,0.044636,4,1
D43-077,SEA,SKU-09,noodles,0,0,0,1,1,84.00,0.137940,1,4,-0.030060,7,0
D43-077,SEA,SKU-10,spices,0,0,0,1,1,58.00,-0.017966,3,8,-0.133966,8,0
D43-077,SEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.017799,8,7,0.154201,,0
D43-077,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,9,6,0.000000,6,0
D43-078,MEA,SKU-01,noodles,0,0,0,1,1,60.00,0.565752,3,4,0.625752,3,1
D43-078,MEA,SKU-02,spices,0,0,0,1,1,51.00,0.807540,5,2,0.885540,2,1
D43-078,MEA,SKU-03,coffee,4,0,1,1,1,50.00,1.016704,,,0.916704,,0
D43-078,MEA,SKU-04,tea,0,0,0,1,1,88.00,-0.185194,1,9,-0.181194,6,0
D43-078,MEA,SKU-05,noodles,0,0,0,1,1,46.00,-0.435676,7,11,-0.347676,7,0
D43-078,MEA,SKU-06,spices,0,0,0,0,1,51.00,0.210070,6,6,0.288070,,0
D43-078,MEA,SKU-07,coffee,0,0,0,1,1,46.00,-0.408239,8,10,-0.500239,8,0
D43-078,MEA,SKU-08,tea,0,1,0,1,1,19.00,0.305159,9,5,0.447159,4,1
D43-078,MEA,SKU-09,noodles,0,0,0,1,1,84.00,0.953126,2,1,0.965126,1,1
D43-078,MEA,SKU-10,spices,0,0,0,1,0,58.00,0.786705,4,3,0.850705,,0
D43-078,MEA,SKU-11,coffee,0,0,0,0,1,4.00,0.074553,10,7,0.066553,,0
D43-078,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,8,0.180000,5,1
D43-079,EU,SKU-01,noodles,0,0,0,1,1,60.00,1.379864,2,2,1.439864,1,1
D43-079,EU,SKU-02,spices,0,0,0,1,1,51.00,0.739094,4,6,0.817094,5,1
D43-079,EU,SKU-03,coffee,5,0,1,1,1,50.00,0.667984,,,0.567984,,0
D43-079,EU,SKU-04,tea,2,0,1,1,1,88.00,2.353064,,,2.177064,,0
D43-079,EU,SKU-05,noodles,0,0,0,1,1,46.00,1.258599,6,3,1.346599,3,1
D43-079,EU,SKU-06,spices,0,0,0,0,1,51.00,0.900868,5,4,0.978868,,0
D43-079,EU,SKU-07,coffee,5,0,1,1,1,46.00,1.648496,,,1.556496,,0
D43-079,EU,SKU-08,tea,0,0,0,1,1,19.00,0.231270,7,7,0.193270,6,0
D43-079,EU,SKU-09,noodles,0,1,0,1,1,84.00,1.386084,1,1,1.398084,2,1
D43-079,EU,SKU-10,spices,0,0,0,1,1,58.00,0.874893,3,5,0.938893,4,1
D43-079,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.042465,8,8,0.034465,,0
D43-079,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,9,9,0.000000,,0
D43-080,AMER,SKU-01,noodles,4,0,1,1,1,60.00,2.703540,,,2.583540,,0
D43-080,AMER,SKU-02,spices,0,0,0,1,1,51.00,1.560958,4,2,1.458958,2,1
D43-080,AMER,SKU-03,coffee,0,0,0,1,1,50.00,0.037850,5,4,-0.062150,5,1
D43-080,AMER,SKU-04,tea,0,0,0,1,1,88.00,1.962215,1,1,1.966215,1,1
D43-080,AMER,SKU-05,noodles,3,0,1,1,1,46.00,1.749839,,,1.657839,,0
D43-080,AMER,SKU-06,spices,2,0,1,0,1,51.00,1.912065,,,1.810065,,0
D43-080,AMER,SKU-07,coffee,3,0,1,1,1,46.00,2.385759,,,2.293759,,0
D43-080,AMER,SKU-08,tea,0,0,0,1,1,19.00,0.458997,6,3,0.600997,3,1
D43-080,AMER,SKU-09,noodles,0,0,0,1,1,84.00,-0.631746,2,7,-0.799746,7,0
D43-080,AMER,SKU-10,spices,0,0,0,1,1,58.00,-0.651401,3,8,-0.767401,6,0
D43-080,AMER,SKU-11,coffee,0,0,0,0,1,4.00,-0.061375,7,6,-0.069375,,0
D43-080,AMER,SKU-12,tea,0,1,0,1,1,0.00,0.000000,8,5,0.180000,4,1
