scenario,permutation_id,null_effect_units,observed_effect_units,standard_error_units,practical_threshold_units,as_or_more_extreme,simulated_two_sided_p_value,practically_meaningful
Uncertain meaningful effect,1254,-0.4499,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1255,1.2195,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1256,0.9645,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1257,-1.4646,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1258,-1.5654,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1259,-0.7143,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1260,-1.4892,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1261,0.9301,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1262,-2.7456,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1263,-0.7648,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1264,-3.2913,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1265,2.5151,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1266,-2.4801,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1267,-0.4384,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1268,-2.2134,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1269,1.5726,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1270,-0.811,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1271,2.1417,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1272,0.1976,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1273,3.3355,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1274,0.809,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1275,1.5029,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1276,0.0505,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1277,-1.3562,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1278,-0.0042,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1279,-1.9741,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1280,-1.3657,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1281,0.0353,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1282,-4.7328,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1283,0.1799,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1284,-0.5721,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1285,3.416,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1286,1.6327,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1287,1.1289,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1288,3.0342,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1289,-2.816,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1290,-4.0011,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1291,-2.7062,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1292,1.1397,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1293,0.8995,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1294,0.3001,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1295,2.8163,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1296,2.6936,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1297,-2.0083,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1298,0.8055,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1299,2.0723,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1300,-0.4728,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1301,-1.3661,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1302,2.0587,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1303,-2.8832,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1304,-0.5254,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1305,-1.8765,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1306,-1.2178,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1307,2.4972,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1308,0.5962,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1309,-1.2483,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1310,-2.5997,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1311,3.5387,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1312,1.3899,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1313,-1.3138,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1314,0.8807,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1315,-1.9513,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1316,-3.3389,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1317,0.3031,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1318,-2.4414,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1319,0.0531,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1320,0.019,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1321,1.5845,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1322,-0.0847,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1323,-0.7754,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1324,1.4786,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1325,-0.9553,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1326,2.0156,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1327,1.1819,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1328,-0.3027,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1329,-1.4604,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1330,2.7448,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1331,-1.408,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1332,0.8639,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1333,-1.2463,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1334,-3.4304,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1335,-0.4385,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1336,2.0805,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1337,-2.5679,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1338,-4.5634,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1339,-0.9902,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1340,-0.4673,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1341,-2.4072,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1342,-2.4554,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1343,3.2272,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1344,3.0597,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1345,0.5426,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1346,0.2237,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1347,1.0053,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1348,-2.5161,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1349,-1.9003,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1350,1.317,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1351,-0.1648,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1352,-3.7516,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1353,1.8816,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1354,-2.8012,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1355,1.1859,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1356,-2.3522,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1357,-0.7808,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1358,-3.852,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1359,-0.9002,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1360,0.1467,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1361,0.2671,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1362,-3.5596,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1363,-0.0596,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1364,-0.3573,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1365,0.5455,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1366,4.3529,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1367,-0.4321,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1368,0.9901,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1369,-1.5648,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1370,0.7913,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1371,2.2822,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1372,3.7797,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1373,1.185,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1374,-1.2375,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1375,-0.7886,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1376,0.6072,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1377,-0.1386,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1378,0.5064,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1379,2.378,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1380,-0.4864,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1381,4.4899,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1382,0.9299,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1383,-2.004,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1384,-1.1399,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1385,0.782,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1386,-0.3929,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1387,2.6061,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1388,-0.3421,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1389,0.6864,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1390,-0.6222,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1391,-2.3761,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1392,0.3056,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1393,-2.3823,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1394,-0.7218,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1395,-0.1731,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1396,-0.79,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1397,-0.2128,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1398,-1.5142,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1399,1.502,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1400,1.3657,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1401,-1.7056,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1402,2.3983,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1403,-2.3569,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1404,1.4973,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1405,-0.3787,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1406,-3.73,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1407,-0.004,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1408,-1.4133,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1409,-1.1724,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1410,-0.786,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1411,-0.0349,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1412,-2.9189,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1413,-1.7481,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1414,2.1256,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1415,-0.3416,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1416,-2.1265,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1417,-1.3122,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1418,1.3959,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1419,2.4048,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1420,2.4727,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1421,0.774,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1422,1.4256,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1423,0.3524,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1424,-1.7796,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1425,0.8349,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1426,1.6217,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1427,2.1115,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1428,0.3075,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1429,-1.3552,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1430,-0.0144,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1431,-3.7978,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1432,-1.3287,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1433,0.2062,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1434,1.8573,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1435,2.203,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1436,-1.7852,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1437,0.833,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1438,-1.3416,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1439,3.8405,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1440,0.1851,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1441,-0.2951,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1442,2.8833,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1443,-2.208,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1444,-0.7913,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1445,-0.6608,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1446,-0.4082,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1447,-3.269,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1448,1.067,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1449,0.9463,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1450,2.9337,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1451,0.5902,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1452,0.6825,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1453,0.7137,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1454,-0.1295,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1455,-0.5157,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1456,0.9035,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1457,4.2825,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1458,0.8151,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1459,-0.758,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1460,3.5904,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1461,-3.9958,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1462,4.0461,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1463,1.3981,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1464,2.0941,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1465,-0.9376,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1466,0.0066,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1467,-1.0057,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1468,-2.3521,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1469,0.5238,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1470,0.0287,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1471,1.6855,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1472,-0.2267,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1473,2.0438,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1474,-0.8984,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1475,1.771,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1476,-2.3756,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1477,-0.5414,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1478,0.9937,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1479,-1.688,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1480,-2.3835,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1481,-3.5002,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1482,1.6548,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1483,-1.3429,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1484,-1.0776,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1485,-1.381,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1486,-0.7376,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1487,-2.1681,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1488,2.6254,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1489,-1.8407,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1490,1.0469,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1491,-3.4109,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1492,-3.2229,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1493,-2.3454,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1494,1.7715,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1495,-1.3485,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1496,0.4488,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1497,0.5438,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1498,-3.6047,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1499,0.4986,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1500,3.0916,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1501,0.863,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1502,1.5815,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1503,-1.882,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1504,0.0927,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1505,0.8948,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1506,-0.8426,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1507,6.2259,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1508,1.9597,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1509,-2.1849,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1510,-3.2583,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1511,0.3206,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1512,-1.688,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1513,-2.9876,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1514,-0.5114,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1515,2.3458,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1516,1.6179,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1517,-2.1728,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1518,1.7733,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1519,2.0824,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1520,2.675,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1521,-0.8898,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1522,2.8961,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1523,0.0576,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1524,1.2506,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1525,1.3963,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1526,3.3269,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1527,1.224,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1528,0.2132,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1529,-1.8549,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1530,0.3968,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1531,-0.5659,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1532,-2.7602,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1533,-1.1618,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1534,-1.6502,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1535,-0.8917,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1536,-2.8406,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1537,-0.4069,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1538,-0.6382,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1539,-0.787,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1540,-1.4541,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1541,0.1161,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1542,-0.6098,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1543,-0.5581,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1544,0.2559,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1545,1.6665,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1546,-0.0233,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1547,-0.6513,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1548,5.6346,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1549,0.7523,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1550,-2.7354,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1551,-0.5045,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1552,0.6052,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1553,0.7165,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1554,1.923,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1555,0.9238,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1556,-1.9165,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1557,0.5679,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1558,2.2641,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1559,-2.418,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1560,1.1201,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1561,-4.6997,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1562,1.147,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1563,-1.8819,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1564,2.1921,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1565,3.4702,3.0,2.0,2.0,Yes,0.121439,Yes
Uncertain meaningful effect,1566,-1.0463,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1567,-0.6821,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1568,0.4405,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1569,-1.8654,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1570,-1.1185,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1571,0.4841,3.0,2.0,2.0,No,0.121439,Yes
Uncertain meaningful effect,1572,0.485,3.0,2.0,2.0,No,0.121439,Yes
