account_id,region,account_tier,randomization_block,assignment,block_arm_index,completed_order_7d,correction_request,support_contact
ACC-3005,Sulawesi,Standard,Sulawesi-Standard,Control,5,Yes,Yes,No
ACC-3006,Sulawesi,Standard,Sulawesi-Standard,Control,6,Yes,No,Yes
ACC-3007,Sulawesi,Standard,Sulawesi-Standard,Control,7,Yes,No,Yes
ACC-3008,Sulawesi,Standard,Sulawesi-Standard,Control,8,Yes,No,Yes
ACC-3009,Sulawesi,Standard,Sulawesi-Standard,Control,9,Yes,No,Yes
ACC-3010,Sulawesi,Standard,Sulawesi-Standard,Control,10,Yes,No,Yes
ACC-3011,Sulawesi,Standard,Sulawesi-Standard,Control,11,Yes,No,Yes
ACC-3012,Sulawesi,Standard,Sulawesi-Standard,Control,12,Yes,No,No
ACC-3013,Sulawesi,Standard,Sulawesi-Standard,Control,13,Yes,No,No
ACC-3014,Sulawesi,Standard,Sulawesi-Standard,Control,14,Yes,No,No
ACC-3015,Sulawesi,Standard,Sulawesi-Standard,Control,15,Yes,No,No
ACC-3016,Sulawesi,Standard,Sulawesi-Standard,Control,16,Yes,No,No
ACC-3017,Sulawesi,Standard,Sulawesi-Standard,Control,17,Yes,No,No
ACC-3018,Sulawesi,Standard,Sulawesi-Standard,Control,18,Yes,No,No
ACC-3019,Sulawesi,Standard,Sulawesi-Standard,Control,19,Yes,No,No
ACC-3020,Sulawesi,Standard,Sulawesi-Standard,Control,20,Yes,No,No
ACC-3021,Sulawesi,Standard,Sulawesi-Standard,Control,21,Yes,No,No
ACC-3022,Sulawesi,Standard,Sulawesi-Standard,Control,22,Yes,No,No
ACC-3023,Sulawesi,Standard,Sulawesi-Standard,Control,23,Yes,No,No
ACC-3024,Sulawesi,Standard,Sulawesi-Standard,Control,24,Yes,No,No
ACC-3025,Sulawesi,Standard,Sulawesi-Standard,Control,25,Yes,No,No
ACC-3026,Sulawesi,Standard,Sulawesi-Standard,Control,26,Yes,No,No
ACC-3027,Sulawesi,Standard,Sulawesi-Standard,Control,27,Yes,No,No
ACC-3028,Sulawesi,Standard,Sulawesi-Standard,Control,28,Yes,No,No
ACC-3029,Sulawesi,Standard,Sulawesi-Standard,Control,29,Yes,No,No
ACC-3030,Sulawesi,Standard,Sulawesi-Standard,Control,30,Yes,No,No
ACC-3031,Sulawesi,Standard,Sulawesi-Standard,Control,31,Yes,No,No
ACC-3032,Sulawesi,Standard,Sulawesi-Standard,Control,32,Yes,No,No
ACC-3033,Sulawesi,Standard,Sulawesi-Standard,Control,33,Yes,No,No
ACC-3034,Sulawesi,Standard,Sulawesi-Standard,Control,34,Yes,No,No
ACC-3035,Sulawesi,Standard,Sulawesi-Standard,Control,35,Yes,No,No
ACC-3036,Sulawesi,Standard,Sulawesi-Standard,Control,36,Yes,No,No
ACC-3037,Sulawesi,Standard,Sulawesi-Standard,Control,37,Yes,No,No
ACC-3038,Sulawesi,Standard,Sulawesi-Standard,Control,38,Yes,No,No
ACC-3039,Sulawesi,Standard,Sulawesi-Standard,Control,39,Yes,No,No
ACC-3040,Sulawesi,Standard,Sulawesi-Standard,Control,40,Yes,No,No
ACC-3041,Sulawesi,Standard,Sulawesi-Standard,Control,41,Yes,No,No
ACC-3042,Sulawesi,Standard,Sulawesi-Standard,Control,42,Yes,No,No
ACC-3043,Sulawesi,Standard,Sulawesi-Standard,Control,43,Yes,No,No
ACC-3044,Sulawesi,Standard,Sulawesi-Standard,Control,44,Yes,No,No
ACC-3045,Sulawesi,Standard,Sulawesi-Standard,Control,45,Yes,No,No
ACC-3046,Sulawesi,Standard,Sulawesi-Standard,Control,46,Yes,No,No
ACC-3047,Sulawesi,Standard,Sulawesi-Standard,Control,47,Yes,No,No
ACC-3048,Sulawesi,Standard,Sulawesi-Standard,Control,48,Yes,No,No
ACC-3049,Sulawesi,Standard,Sulawesi-Standard,Control,49,Yes,No,No
ACC-3050,Sulawesi,Standard,Sulawesi-Standard,Control,50,Yes,No,No
ACC-3051,Sulawesi,Standard,Sulawesi-Standard,Control,51,Yes,No,No
ACC-3052,Sulawesi,Standard,Sulawesi-Standard,Control,52,Yes,No,No
ACC-3053,Sulawesi,Standard,Sulawesi-Standard,Control,53,Yes,No,No
ACC-3054,Sulawesi,Standard,Sulawesi-Standard,Control,54,Yes,No,No
ACC-3055,Sulawesi,Standard,Sulawesi-Standard,Control,55,Yes,No,No
ACC-3056,Sulawesi,Standard,Sulawesi-Standard,Control,56,Yes,No,No
ACC-3057,Sulawesi,Standard,Sulawesi-Standard,Control,57,Yes,No,No
ACC-3058,Sulawesi,Standard,Sulawesi-Standard,Control,58,Yes,No,No
ACC-3059,Sulawesi,Standard,Sulawesi-Standard,Control,59,Yes,No,No
ACC-3060,Sulawesi,Standard,Sulawesi-Standard,Control,60,Yes,No,No
ACC-3061,Sulawesi,Standard,Sulawesi-Standard,Control,61,Yes,No,No
ACC-3062,Sulawesi,Standard,Sulawesi-Standard,Control,62,Yes,No,No
ACC-3063,Sulawesi,Standard,Sulawesi-Standard,Control,63,Yes,No,No
ACC-3064,Sulawesi,Standard,Sulawesi-Standard,Control,64,Yes,No,No
ACC-3065,Sulawesi,Standard,Sulawesi-Standard,Control,65,Yes,No,No
ACC-3066,Sulawesi,Standard,Sulawesi-Standard,Control,66,Yes,No,No
ACC-3067,Sulawesi,Standard,Sulawesi-Standard,Control,67,Yes,No,No
ACC-3068,Sulawesi,Standard,Sulawesi-Standard,Control,68,Yes,No,No
ACC-3069,Sulawesi,Standard,Sulawesi-Standard,Control,69,Yes,No,No
ACC-3070,Sulawesi,Standard,Sulawesi-Standard,Control,70,Yes,No,No
ACC-3071,Sulawesi,Standard,Sulawesi-Standard,Control,71,Yes,No,No
ACC-3072,Sulawesi,Standard,Sulawesi-Standard,Control,72,Yes,No,No
ACC-3073,Sulawesi,Standard,Sulawesi-Standard,Control,73,Yes,No,No
ACC-3074,Sulawesi,Standard,Sulawesi-Standard,Control,74,Yes,No,No
ACC-3075,Sulawesi,Standard,Sulawesi-Standard,Control,75,Yes,No,No
ACC-3076,Sulawesi,Standard,Sulawesi-Standard,Control,76,Yes,No,No
ACC-3077,Sulawesi,Standard,Sulawesi-Standard,Control,77,Yes,No,No
ACC-3078,Sulawesi,Standard,Sulawesi-Standard,Control,78,No,No,No
ACC-3079,Sulawesi,Standard,Sulawesi-Standard,Control,79,No,No,No
ACC-3080,Sulawesi,Standard,Sulawesi-Standard,Control,80,No,No,No
ACC-3081,Sulawesi,Standard,Sulawesi-Standard,Control,81,No,No,No
ACC-3082,Sulawesi,Standard,Sulawesi-Standard,Control,82,No,No,No
ACC-3083,Sulawesi,Standard,Sulawesi-Standard,Control,83,No,No,No
ACC-3084,Sulawesi,Standard,Sulawesi-Standard,Control,84,No,No,No
ACC-3085,Sulawesi,Standard,Sulawesi-Standard,Control,85,No,No,No
ACC-3086,Sulawesi,Standard,Sulawesi-Standard,Control,86,No,No,No
ACC-3087,Sulawesi,Standard,Sulawesi-Standard,Control,87,No,No,No
ACC-3088,Sulawesi,Standard,Sulawesi-Standard,Control,88,No,No,No
ACC-3089,Sulawesi,Standard,Sulawesi-Standard,Control,89,No,No,No
ACC-3090,Sulawesi,Standard,Sulawesi-Standard,Control,90,No,No,No
ACC-3091,Sulawesi,Standard,Sulawesi-Standard,Control,91,No,No,No
ACC-3092,Sulawesi,Standard,Sulawesi-Standard,Control,92,No,No,No
ACC-3093,Sulawesi,Standard,Sulawesi-Standard,Control,93,No,No,No
ACC-3094,Sulawesi,Standard,Sulawesi-Standard,Control,94,No,No,No
ACC-3095,Sulawesi,Standard,Sulawesi-Standard,Control,95,No,No,No
ACC-3096,Sulawesi,Standard,Sulawesi-Standard,Control,96,No,No,No
ACC-3097,Sulawesi,Standard,Sulawesi-Standard,Control,97,No,No,No
ACC-3098,Sulawesi,Standard,Sulawesi-Standard,Control,98,No,No,No
ACC-3099,Sulawesi,Standard,Sulawesi-Standard,Control,99,No,No,No
ACC-3100,Sulawesi,Standard,Sulawesi-Standard,Control,100,No,No,No
ACC-3101,Sulawesi,Standard,Sulawesi-Standard,Control,101,No,No,No
ACC-3102,Sulawesi,Standard,Sulawesi-Standard,Control,102,No,No,No
ACC-3103,Sulawesi,Standard,Sulawesi-Standard,Control,103,No,No,No
ACC-3104,Sulawesi,Standard,Sulawesi-Standard,Control,104,No,No,No
ACC-3105,Sulawesi,Standard,Sulawesi-Standard,Control,105,No,No,No
ACC-3106,Sulawesi,Standard,Sulawesi-Standard,Control,106,No,No,No
ACC-3107,Sulawesi,Standard,Sulawesi-Standard,Control,107,No,No,No
ACC-3108,Sulawesi,Standard,Sulawesi-Standard,Control,108,No,No,No
ACC-3109,Sulawesi,Standard,Sulawesi-Standard,Control,109,No,No,No
ACC-3110,Sulawesi,Standard,Sulawesi-Standard,Control,110,No,No,No
ACC-3111,Sulawesi,Standard,Sulawesi-Standard,Control,111,No,No,No
ACC-3112,Sulawesi,Standard,Sulawesi-Standard,Control,112,No,No,No
ACC-3113,Sulawesi,Standard,Sulawesi-Standard,Control,113,No,No,No
ACC-3114,Sulawesi,Standard,Sulawesi-Standard,Control,114,No,No,No
ACC-3115,Sulawesi,Standard,Sulawesi-Standard,Control,115,No,No,No
ACC-3116,Sulawesi,Standard,Sulawesi-Standard,Control,116,No,No,No
ACC-3117,Sulawesi,Standard,Sulawesi-Standard,Control,117,No,No,No
ACC-3118,Sulawesi,Standard,Sulawesi-Standard,Control,118,No,No,No
ACC-3119,Sulawesi,Standard,Sulawesi-Standard,Control,119,No,No,No
ACC-3120,Sulawesi,Standard,Sulawesi-Standard,Control,120,No,No,No
ACC-3121,Sulawesi,Standard,Sulawesi-Standard,Control,121,No,No,No
ACC-3122,Sulawesi,Standard,Sulawesi-Standard,Control,122,No,No,No
ACC-3123,Sulawesi,Standard,Sulawesi-Standard,Control,123,No,No,No
ACC-3124,Sulawesi,Standard,Sulawesi-Standard,Control,124,No,No,No
ACC-3125,Sulawesi,Standard,Sulawesi-Standard,Control,125,No,No,No
ACC-3126,Sulawesi,Standard,Sulawesi-Standard,Control,126,No,No,No
ACC-3127,Sulawesi,Standard,Sulawesi-Standard,Control,127,No,No,No
ACC-3128,Sulawesi,Standard,Sulawesi-Standard,Control,128,No,No,No
ACC-3129,Sulawesi,Standard,Sulawesi-Standard,Control,129,No,No,No
ACC-3130,Sulawesi,Standard,Sulawesi-Standard,Control,130,No,No,No
ACC-3131,Sulawesi,Standard,Sulawesi-Standard,Control,131,No,No,No
ACC-3132,Sulawesi,Standard,Sulawesi-Standard,Control,132,No,No,No
ACC-3133,Sulawesi,Standard,Sulawesi-Standard,Control,133,No,No,No
ACC-3134,Sulawesi,Standard,Sulawesi-Standard,Control,134,No,No,No
ACC-3135,Sulawesi,Standard,Sulawesi-Standard,Control,135,No,No,No
ACC-3136,Sulawesi,Standard,Sulawesi-Standard,Control,136,No,No,No
ACC-3137,Sulawesi,Standard,Sulawesi-Standard,Control,137,No,No,No
ACC-3138,Sulawesi,Standard,Sulawesi-Standard,Control,138,No,No,No
ACC-3139,Sulawesi,Standard,Sulawesi-Standard,Control,139,No,No,No
ACC-3140,Sulawesi,Standard,Sulawesi-Standard,Control,140,No,No,No
ACC-3141,Sulawesi,Standard,Sulawesi-Standard,Control,141,No,No,No
ACC-3142,Sulawesi,Standard,Sulawesi-Standard,Control,142,No,No,No
ACC-3143,Sulawesi,Standard,Sulawesi-Standard,Control,143,No,No,No
ACC-3144,Sulawesi,Standard,Sulawesi-Standard,Control,144,No,No,No
ACC-3145,Sulawesi,Standard,Sulawesi-Standard,Control,145,No,No,No
ACC-3146,Sulawesi,Standard,Sulawesi-Standard,Control,146,No,No,No
ACC-3147,Sulawesi,Standard,Sulawesi-Standard,Control,147,No,No,No
ACC-3148,Sulawesi,Standard,Sulawesi-Standard,Control,148,No,No,No
ACC-3149,Sulawesi,Standard,Sulawesi-Standard,Control,149,No,No,No
ACC-3150,Sulawesi,Standard,Sulawesi-Standard,Control,150,No,No,No
ACC-3151,Sulawesi,Standard,Sulawesi-Standard,Control,151,No,No,No
ACC-3152,Sulawesi,Standard,Sulawesi-Standard,Control,152,No,No,No
ACC-3153,Sulawesi,Standard,Sulawesi-Standard,Control,153,No,No,No
ACC-3154,Sulawesi,Standard,Sulawesi-Standard,Control,154,No,No,No
ACC-3155,Sulawesi,Standard,Sulawesi-Standard,Control,155,No,No,No
ACC-3156,Sulawesi,Standard,Sulawesi-Standard,Control,156,No,No,No
ACC-3157,Sulawesi,Standard,Sulawesi-Standard,Control,157,No,No,No
ACC-3158,Sulawesi,Standard,Sulawesi-Standard,Control,158,No,No,No
ACC-3159,Sulawesi,Standard,Sulawesi-Standard,Control,159,No,No,No
ACC-3160,Sulawesi,Standard,Sulawesi-Standard,Control,160,No,No,No
ACC-3161,Sulawesi,Standard,Sulawesi-Standard,Control,161,No,No,No
ACC-3162,Sulawesi,Standard,Sulawesi-Standard,Control,162,No,No,No
ACC-3163,Sulawesi,Standard,Sulawesi-Standard,Control,163,No,No,No
ACC-3164,Sulawesi,Standard,Sulawesi-Standard,Control,164,No,No,No
ACC-3165,Sulawesi,Standard,Sulawesi-Standard,Control,165,No,No,No
ACC-3166,Sulawesi,Standard,Sulawesi-Standard,Control,166,No,No,No
ACC-3167,Sulawesi,Standard,Sulawesi-Standard,Control,167,No,No,No
ACC-3168,Sulawesi,Standard,Sulawesi-Standard,Control,168,No,No,No
ACC-3169,Sulawesi,Standard,Sulawesi-Standard,Control,169,No,No,No
ACC-3170,Sulawesi,Standard,Sulawesi-Standard,Control,170,No,No,No
ACC-3171,Sulawesi,Standard,Sulawesi-Standard,Control,171,No,No,No
ACC-3172,Sulawesi,Standard,Sulawesi-Standard,Control,172,No,No,No
ACC-3173,Sulawesi,Standard,Sulawesi-Standard,Control,173,No,No,No
ACC-3174,Sulawesi,Standard,Sulawesi-Standard,Control,174,No,No,No
ACC-3175,Sulawesi,Standard,Sulawesi-Standard,Control,175,No,No,No
ACC-3176,Sulawesi,Standard,Sulawesi-Standard,Control,176,No,No,No
ACC-3177,Sulawesi,Standard,Sulawesi-Standard,Control,177,No,No,No
ACC-3178,Sulawesi,Standard,Sulawesi-Standard,Control,178,No,No,No
ACC-3179,Sulawesi,Standard,Sulawesi-Standard,Control,179,No,No,No
ACC-3180,Sulawesi,Standard,Sulawesi-Standard,Control,180,No,No,No
ACC-3181,Sulawesi,Standard,Sulawesi-Standard,Control,181,No,No,No
ACC-3182,Sulawesi,Standard,Sulawesi-Standard,Control,182,No,No,No
ACC-3183,Sulawesi,Standard,Sulawesi-Standard,Control,183,No,No,No
ACC-3184,Sulawesi,Standard,Sulawesi-Standard,Control,184,No,No,No
ACC-3185,Sulawesi,Standard,Sulawesi-Standard,Control,185,No,No,No
ACC-3186,Sulawesi,Standard,Sulawesi-Standard,Control,186,No,No,No
ACC-3187,Sulawesi,Standard,Sulawesi-Standard,Control,187,No,No,No
ACC-3188,Sulawesi,Standard,Sulawesi-Standard,Control,188,No,No,No
ACC-3189,Sulawesi,Standard,Sulawesi-Standard,Control,189,No,No,No
ACC-3190,Sulawesi,Standard,Sulawesi-Standard,Control,190,No,No,No
ACC-3191,Sulawesi,Standard,Sulawesi-Standard,Control,191,No,No,No
ACC-3192,Sulawesi,Standard,Sulawesi-Standard,Control,192,No,No,No
ACC-3193,Sulawesi,Standard,Sulawesi-Standard,Control,193,No,No,No
ACC-3194,Sulawesi,Standard,Sulawesi-Standard,Control,194,No,No,No
ACC-3195,Sulawesi,Standard,Sulawesi-Standard,Control,195,No,No,No
ACC-3196,Sulawesi,Standard,Sulawesi-Standard,Control,196,No,No,No
ACC-3197,Sulawesi,Standard,Sulawesi-Standard,Control,197,No,No,No
ACC-3198,Sulawesi,Standard,Sulawesi-Standard,Control,198,No,No,No
ACC-3199,Sulawesi,Standard,Sulawesi-Standard,Control,199,No,No,No
ACC-3200,Sulawesi,Standard,Sulawesi-Standard,Control,200,No,No,No
ACC-3201,Sulawesi,Standard,Sulawesi-Standard,Control,201,No,No,No
ACC-3202,Sulawesi,Standard,Sulawesi-Standard,Control,202,No,No,No
ACC-3203,Sulawesi,Standard,Sulawesi-Standard,Control,203,No,No,No
ACC-3204,Sulawesi,Standard,Sulawesi-Standard,Control,204,No,No,No
ACC-3205,Sulawesi,Standard,Sulawesi-Standard,Control,205,No,No,No
ACC-3206,Sulawesi,Standard,Sulawesi-Standard,Control,206,No,No,No
ACC-3207,Sulawesi,Standard,Sulawesi-Standard,Control,207,No,No,No
ACC-3208,Sulawesi,Standard,Sulawesi-Standard,Control,208,No,No,No
ACC-3209,Sulawesi,Standard,Sulawesi-Standard,Control,209,No,No,No
ACC-3210,Sulawesi,Standard,Sulawesi-Standard,Control,210,No,No,No
ACC-3211,Sulawesi,Standard,Sulawesi-Standard,Control,211,No,No,No
ACC-3212,Sulawesi,Standard,Sulawesi-Standard,Control,212,No,No,No
ACC-3213,Sulawesi,Standard,Sulawesi-Standard,Control,213,No,No,No
ACC-3214,Sulawesi,Standard,Sulawesi-Standard,Control,214,No,No,No
ACC-3215,Sulawesi,Standard,Sulawesi-Standard,Control,215,No,No,No
ACC-3216,Sulawesi,Standard,Sulawesi-Standard,Control,216,No,No,No
ACC-3217,Sulawesi,Standard,Sulawesi-Standard,Control,217,No,No,No
ACC-3218,Sulawesi,Standard,Sulawesi-Standard,Control,218,No,No,No
ACC-3219,Sulawesi,Standard,Sulawesi-Standard,Control,219,No,No,No
ACC-3220,Sulawesi,Standard,Sulawesi-Standard,Control,220,No,No,No
ACC-3221,Sulawesi,Standard,Sulawesi-Standard,Control,221,No,No,No
ACC-3222,Sulawesi,Standard,Sulawesi-Standard,Control,222,No,No,No
ACC-3223,Sulawesi,Standard,Sulawesi-Standard,Control,223,No,No,No
ACC-3224,Sulawesi,Standard,Sulawesi-Standard,Control,224,No,No,No
ACC-3225,Sulawesi,Standard,Sulawesi-Standard,Control,225,No,No,No
ACC-3226,Sulawesi,Standard,Sulawesi-Standard,Control,226,No,No,No
ACC-3227,Sulawesi,Standard,Sulawesi-Standard,Control,227,No,No,No
ACC-3228,Sulawesi,Standard,Sulawesi-Standard,Control,228,No,No,No
ACC-3229,Sulawesi,Standard,Sulawesi-Standard,Control,229,No,No,No
ACC-3230,Sulawesi,Standard,Sulawesi-Standard,Control,230,No,No,No
ACC-3231,Sulawesi,Standard,Sulawesi-Standard,Control,231,No,No,No
ACC-3232,Sulawesi,Standard,Sulawesi-Standard,Control,232,No,No,No
ACC-3233,Sulawesi,Standard,Sulawesi-Standard,Control,233,No,No,No
ACC-3234,Sulawesi,Standard,Sulawesi-Standard,Control,234,No,No,No
ACC-3235,Sulawesi,Standard,Sulawesi-Standard,Control,235,No,No,No
ACC-3236,Sulawesi,Standard,Sulawesi-Standard,Control,236,No,No,No
ACC-3237,Sulawesi,Standard,Sulawesi-Standard,Control,237,No,No,No
ACC-3238,Sulawesi,Standard,Sulawesi-Standard,Control,238,No,No,No
ACC-3239,Sulawesi,Standard,Sulawesi-Standard,Control,239,No,No,No
ACC-3240,Sulawesi,Standard,Sulawesi-Standard,Control,240,No,No,No
ACC-3241,Sulawesi,Standard,Sulawesi-Standard,Control,241,No,No,No
ACC-3242,Sulawesi,Standard,Sulawesi-Standard,Control,242,No,No,No
ACC-3243,Sulawesi,Standard,Sulawesi-Standard,Control,243,No,No,No
ACC-3244,Sulawesi,Standard,Sulawesi-Standard,Control,244,No,No,No
ACC-3245,Sulawesi,Standard,Sulawesi-Standard,Control,245,No,No,No
ACC-3246,Sulawesi,Standard,Sulawesi-Standard,Control,246,No,No,No
ACC-3247,Sulawesi,Standard,Sulawesi-Standard,Control,247,No,No,No
ACC-3248,Sulawesi,Standard,Sulawesi-Standard,Control,248,No,No,No
ACC-3249,Sulawesi,Standard,Sulawesi-Standard,Control,249,No,No,No
ACC-3250,Sulawesi,Standard,Sulawesi-Standard,Control,250,No,No,No
ACC-3251,Sulawesi,Standard,Sulawesi-Standard,Treatment,1,Yes,Yes,No
ACC-3252,Sulawesi,Standard,Sulawesi-Standard,Treatment,2,Yes,Yes,No
ACC-3253,Sulawesi,Standard,Sulawesi-Standard,Treatment,3,Yes,Yes,No
ACC-3254,Sulawesi,Standard,Sulawesi-Standard,Treatment,4,Yes,Yes,No
ACC-3255,Sulawesi,Standard,Sulawesi-Standard,Treatment,5,Yes,Yes,No
ACC-3256,Sulawesi,Standard,Sulawesi-Standard,Treatment,6,Yes,Yes,No
ACC-3257,Sulawesi,Standard,Sulawesi-Standard,Treatment,7,Yes,Yes,No
ACC-3258,Sulawesi,Standard,Sulawesi-Standard,Treatment,8,Yes,Yes,No
ACC-3259,Sulawesi,Standard,Sulawesi-Standard,Treatment,9,Yes,No,Yes
ACC-3260,Sulawesi,Standard,Sulawesi-Standard,Treatment,10,Yes,No,Yes
ACC-3261,Sulawesi,Standard,Sulawesi-Standard,Treatment,11,Yes,No,Yes
ACC-3262,Sulawesi,Standard,Sulawesi-Standard,Treatment,12,Yes,No,Yes
ACC-3263,Sulawesi,Standard,Sulawesi-Standard,Treatment,13,Yes,No,Yes
ACC-3264,Sulawesi,Standard,Sulawesi-Standard,Treatment,14,Yes,No,Yes
ACC-3265,Sulawesi,Standard,Sulawesi-Standard,Treatment,15,Yes,No,Yes
ACC-3266,Sulawesi,Standard,Sulawesi-Standard,Treatment,16,Yes,No,No
ACC-3267,Sulawesi,Standard,Sulawesi-Standard,Treatment,17,Yes,No,No
ACC-3268,Sulawesi,Standard,Sulawesi-Standard,Treatment,18,Yes,No,No
ACC-3269,Sulawesi,Standard,Sulawesi-Standard,Treatment,19,Yes,No,No
ACC-3270,Sulawesi,Standard,Sulawesi-Standard,Treatment,20,Yes,No,No
ACC-3271,Sulawesi,Standard,Sulawesi-Standard,Treatment,21,Yes,No,No
ACC-3272,Sulawesi,Standard,Sulawesi-Standard,Treatment,22,Yes,No,No
ACC-3273,Sulawesi,Standard,Sulawesi-Standard,Treatment,23,Yes,No,No
ACC-3274,Sulawesi,Standard,Sulawesi-Standard,Treatment,24,Yes,No,No
ACC-3275,Sulawesi,Standard,Sulawesi-Standard,Treatment,25,Yes,No,No
ACC-3276,Sulawesi,Standard,Sulawesi-Standard,Treatment,26,Yes,No,No
ACC-3277,Sulawesi,Standard,Sulawesi-Standard,Treatment,27,Yes,No,No
ACC-3278,Sulawesi,Standard,Sulawesi-Standard,Treatment,28,Yes,No,No
ACC-3279,Sulawesi,Standard,Sulawesi-Standard,Treatment,29,Yes,No,No
ACC-3280,Sulawesi,Standard,Sulawesi-Standard,Treatment,30,Yes,No,No
ACC-3281,Sulawesi,Standard,Sulawesi-Standard,Treatment,31,Yes,No,No
ACC-3282,Sulawesi,Standard,Sulawesi-Standard,Treatment,32,Yes,No,No
ACC-3283,Sulawesi,Standard,Sulawesi-Standard,Treatment,33,Yes,No,No
ACC-3284,Sulawesi,Standard,Sulawesi-Standard,Treatment,34,Yes,No,No
ACC-3285,Sulawesi,Standard,Sulawesi-Standard,Treatment,35,Yes,No,No
ACC-3286,Sulawesi,Standard,Sulawesi-Standard,Treatment,36,Yes,No,No
ACC-3287,Sulawesi,Standard,Sulawesi-Standard,Treatment,37,Yes,No,No
ACC-3288,Sulawesi,Standard,Sulawesi-Standard,Treatment,38,Yes,No,No
ACC-3289,Sulawesi,Standard,Sulawesi-Standard,Treatment,39,Yes,No,No
ACC-3290,Sulawesi,Standard,Sulawesi-Standard,Treatment,40,Yes,No,No
ACC-3291,Sulawesi,Standard,Sulawesi-Standard,Treatment,41,Yes,No,No
ACC-3292,Sulawesi,Standard,Sulawesi-Standard,Treatment,42,Yes,No,No
ACC-3293,Sulawesi,Standard,Sulawesi-Standard,Treatment,43,Yes,No,No
ACC-3294,Sulawesi,Standard,Sulawesi-Standard,Treatment,44,Yes,No,No
ACC-3295,Sulawesi,Standard,Sulawesi-Standard,Treatment,45,Yes,No,No
ACC-3296,Sulawesi,Standard,Sulawesi-Standard,Treatment,46,Yes,No,No
ACC-3297,Sulawesi,Standard,Sulawesi-Standard,Treatment,47,Yes,No,No
ACC-3298,Sulawesi,Standard,Sulawesi-Standard,Treatment,48,Yes,No,No
ACC-3299,Sulawesi,Standard,Sulawesi-Standard,Treatment,49,Yes,No,No
ACC-3300,Sulawesi,Standard,Sulawesi-Standard,Treatment,50,Yes,No,No
ACC-3301,Sulawesi,Standard,Sulawesi-Standard,Treatment,51,Yes,No,No
ACC-3302,Sulawesi,Standard,Sulawesi-Standard,Treatment,52,Yes,No,No
ACC-3303,Sulawesi,Standard,Sulawesi-Standard,Treatment,53,Yes,No,No
ACC-3304,Sulawesi,Standard,Sulawesi-Standard,Treatment,54,Yes,No,No
ACC-3305,Sulawesi,Standard,Sulawesi-Standard,Treatment,55,Yes,No,No
ACC-3306,Sulawesi,Standard,Sulawesi-Standard,Treatment,56,Yes,No,No
ACC-3307,Sulawesi,Standard,Sulawesi-Standard,Treatment,57,Yes,No,No
ACC-3308,Sulawesi,Standard,Sulawesi-Standard,Treatment,58,Yes,No,No
ACC-3309,Sulawesi,Standard,Sulawesi-Standard,Treatment,59,Yes,No,No
ACC-3310,Sulawesi,Standard,Sulawesi-Standard,Treatment,60,Yes,No,No
ACC-3311,Sulawesi,Standard,Sulawesi-Standard,Treatment,61,Yes,No,No
ACC-3312,Sulawesi,Standard,Sulawesi-Standard,Treatment,62,Yes,No,No
ACC-3313,Sulawesi,Standard,Sulawesi-Standard,Treatment,63,Yes,No,No
ACC-3314,Sulawesi,Standard,Sulawesi-Standard,Treatment,64,Yes,No,No
ACC-3315,Sulawesi,Standard,Sulawesi-Standard,Treatment,65,Yes,No,No
ACC-3316,Sulawesi,Standard,Sulawesi-Standard,Treatment,66,Yes,No,No
ACC-3317,Sulawesi,Standard,Sulawesi-Standard,Treatment,67,Yes,No,No
ACC-3318,Sulawesi,Standard,Sulawesi-Standard,Treatment,68,Yes,No,No
ACC-3319,Sulawesi,Standard,Sulawesi-Standard,Treatment,69,Yes,No,No
ACC-3320,Sulawesi,Standard,Sulawesi-Standard,Treatment,70,Yes,No,No
ACC-3321,Sulawesi,Standard,Sulawesi-Standard,Treatment,71,Yes,No,No
ACC-3322,Sulawesi,Standard,Sulawesi-Standard,Treatment,72,Yes,No,No
ACC-3323,Sulawesi,Standard,Sulawesi-Standard,Treatment,73,Yes,No,No
ACC-3324,Sulawesi,Standard,Sulawesi-Standard,Treatment,74,Yes,No,No
ACC-3325,Sulawesi,Standard,Sulawesi-Standard,Treatment,75,Yes,No,No
ACC-3326,Sulawesi,Standard,Sulawesi-Standard,Treatment,76,Yes,No,No
ACC-3327,Sulawesi,Standard,Sulawesi-Standard,Treatment,77,Yes,No,No
ACC-3328,Sulawesi,Standard,Sulawesi-Standard,Treatment,78,Yes,No,No
ACC-3329,Sulawesi,Standard,Sulawesi-Standard,Treatment,79,Yes,No,No
ACC-3330,Sulawesi,Standard,Sulawesi-Standard,Treatment,80,Yes,No,No
ACC-3331,Sulawesi,Standard,Sulawesi-Standard,Treatment,81,Yes,No,No
ACC-3332,Sulawesi,Standard,Sulawesi-Standard,Treatment,82,Yes,No,No
ACC-3333,Sulawesi,Standard,Sulawesi-Standard,Treatment,83,Yes,No,No
ACC-3334,Sulawesi,Standard,Sulawesi-Standard,Treatment,84,Yes,No,No
ACC-3335,Sulawesi,Standard,Sulawesi-Standard,Treatment,85,Yes,No,No
ACC-3336,Sulawesi,Standard,Sulawesi-Standard,Treatment,86,No,No,No
ACC-3337,Sulawesi,Standard,Sulawesi-Standard,Treatment,87,No,No,No
ACC-3338,Sulawesi,Standard,Sulawesi-Standard,Treatment,88,No,No,No
ACC-3339,Sulawesi,Standard,Sulawesi-Standard,Treatment,89,No,No,No
