shipment_id,prediction_date,split,route_distance_km,port_congestion_index,fragile_product,actual_late,true_late_probability,train_prevalence_baseline,raw_probability,calibrated_probability,raw_predicted_late,calibrated_predicted_late,raw_brier_contribution,calibrated_brier_contribution
S47-0680,2024-11-10,train,690.2,0.176,1,1,0.309726,0.290000,0.327626,0.387037,0,0,0.452087,0.375723
S47-0681,2024-11-11,train,478.9,0.374,0,1,0.149148,0.290000,0.117244,0.246449,0,0,0.779258,0.567839
S47-0682,2024-11-12,train,633.0,0.349,0,0,0.205217,0.290000,0.070868,0.220517,0,0,0.005022,0.048628
S47-0683,2024-11-13,train,878.7,0.371,0,0,0.365656,0.290000,0.102842,0.238182,0,0,0.010577,0.056731
S47-0684,2024-11-14,train,678.9,0.107,0,0,0.125395,0.290000,0.080828,0.225917,0,0,0.006533,0.051038
S47-0685,2024-11-15,train,729.6,0.900,0,1,0.643090,0.290000,0.433828,0.468120,0,0,0.320551,0.282896
S47-0686,2024-11-16,train,677.5,0.217,1,0,0.328164,0.290000,0.244116,0.327192,0,0,0.059593,0.107054
S47-0687,2024-11-17,train,982.9,0.439,0,0,0.491426,0.290000,0.565742,0.570722,1,1,0.320064,0.325724
S47-0688,2024-11-18,train,92.7,0.367,0,0,0.051130,0.290000,0.017424,0.193134,0,0,0.000304,0.037301
S47-0689,2024-11-19,train,891.6,0.382,1,0,0.603675,0.290000,0.428400,0.463896,0,0,0.183526,0.215200
S47-0690,2024-11-20,train,445.6,0.888,0,0,0.425753,0.290000,0.075883,0.223224,0,0,0.005758,0.049829
S47-0691,2024-11-21,train,624.9,0.332,0,0,0.193208,0.290000,0.044378,0.206608,0,0,0.001969,0.042687
S47-0692,2024-11-22,train,461.0,0.401,0,0,0.152646,0.290000,0.053856,0.211509,0,0,0.002901,0.044736
S47-0693,2024-11-23,train,207.3,0.768,1,0,0.383646,0.290000,0.210914,0.304759,0,0,0.044485,0.092878
S47-0694,2024-11-24,train,889.7,0.276,1,0,0.524256,0.290000,0.421186,0.458291,0,0,0.177397,0.210031
S47-0695,2024-11-25,train,149.2,0.495,0,0,0.085693,0.290000,0.011996,0.190503,0,0,0.000144,0.036291
S47-0696,2024-11-26,train,590.4,0.839,0,0,0.497050,0.290000,0.279248,0.351817,0,0,0.077979,0.123775
S47-0697,2024-11-27,train,299.8,0.202,0,0,0.057617,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0698,2024-11-28,train,619.4,0.575,0,0,0.328098,0.290000,0.181185,0.285427,0,0,0.032828,0.081469
S47-0699,2024-11-29,train,613.2,0.252,0,0,0.153891,0.290000,0.057935,0.213644,0,0,0.003356,0.045644
S47-0700,2024-11-30,train,999.8,0.352,0,0,0.439153,0.290000,0.331598,0.389988,0,0,0.109957,0.152091
S47-0701,2024-12-01,calibration,489.5,0.224,0,0,0.103447,0.290000,0.028898,0.198786,0,0,0.000835,0.039516
S47-0702,2024-12-02,calibration,564.0,0.142,0,0,0.101379,0.290000,0.183339,0.286802,0,0,0.033613,0.082256
S47-0703,2024-12-03,calibration,696.9,0.341,0,1,0.233921,0.290000,0.180518,0.285002,0,0,0.671551,0.511222
S47-0704,2024-12-04,calibration,317.3,0.116,1,1,0.109087,0.290000,0.027840,0.198260,0,0,0.945095,0.642787
S47-0705,2024-12-05,calibration,399.2,0.258,0,1,0.088798,0.290000,0.018601,0.193708,0,0,0.963145,0.650107
S47-0706,2024-12-06,calibration,537.3,0.795,0,0,0.424800,0.290000,0.203863,0.300107,0,0,0.041560,0.090064
S47-0707,2024-12-07,calibration,1000.4,0.067,1,1,0.450711,0.290000,0.388651,0.433163,0,0,0.373747,0.321304
S47-0708,2024-12-08,calibration,515.8,0.282,1,0,0.267646,0.290000,0.088440,0.230107,0,0,0.007822,0.052949
S47-0709,2024-12-09,calibration,577.7,0.020,1,0,0.167019,0.290000,0.167582,0.276831,0,0,0.028084,0.076635
S47-0710,2024-12-10,calibration,314.8,0.474,0,0,0.126353,0.290000,0.013603,0.191279,0,0,0.000185,0.036587
S47-0711,2024-12-11,calibration,599.2,0.537,1,0,0.502150,0.290000,0.704514,0.672329,1,1,0.496340,0.452026
S47-0712,2024-12-12,calibration,698.5,0.503,0,0,0.332811,0.290000,0.181223,0.285451,0,0,0.032842,0.081482
S47-0713,2024-12-13,calibration,1014.4,0.382,1,1,0.687660,0.290000,0.563161,0.568744,1,1,0.190829,0.185982
S47-0714,2024-12-14,calibration,80.0,0.624,0,0,0.100833,0.290000,0.054276,0.211728,0,0,0.002946,0.044829
S47-0715,2024-12-15,calibration,423.3,0.473,1,0,0.329356,0.290000,0.109766,0.242132,0,0,0.012049,0.058628
S47-0716,2024-12-16,calibration,225.6,0.562,0,0,0.125956,0.290000,0.012651,0.190819,0,0,0.000160,0.036412
S47-0717,2024-12-17,calibration,113.9,0.384,0,0,0.056985,0.290000,0.017764,0.193299,0,0,0.000316,0.037365
S47-0718,2024-12-18,calibration,388.0,0.219,0,0,0.077344,0.290000,0.019175,0.193989,0,0,0.000368,0.037632
S47-0719,2024-12-19,calibration,808.5,0.536,1,0,0.653283,0.290000,0.834827,0.755140,1,1,0.696936,0.570237
S47-0720,2024-12-20,calibration,460.9,0.143,0,0,0.076682,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0721,2024-12-21,calibration,139.7,0.343,0,0,0.054583,0.290000,0.014681,0.191801,0,0,0.000216,0.036788
S47-0722,2024-12-22,calibration,468.5,0.353,0,1,0.137584,0.290000,0.031772,0.200222,0,0,0.937465,0.639645
S47-0723,2024-12-23,calibration,831.4,0.917,0,0,0.720149,0.290000,0.641534,0.627568,1,1,0.411565,0.393841
S47-0724,2024-12-24,calibration,609.7,0.522,0,0,0.288045,0.290000,0.232437,0.319203,0,0,0.054027,0.101891
S47-0725,2024-12-25,calibration,716.8,0.287,0,0,0.216090,0.290000,0.087985,0.229855,0,0,0.007741,0.052833
S47-0726,2024-12-26,calibration,643.9,0.735,0,0,0.459265,0.290000,0.298885,0.365944,0,0,0.089332,0.133915
S47-0727,2024-12-27,calibration,880.1,0.424,0,1,0.404271,0.290000,0.226327,0.315066,0,0,0.598569,0.469135
S47-0728,2024-12-28,calibration,748.9,0.375,1,1,0.492925,0.290000,0.307896,0.372507,0,0,0.479008,0.393748
S47-0729,2024-12-29,calibration,466.7,0.321,0,0,0.125989,0.290000,0.036511,0.202605,0,0,0.001333,0.041049
S47-0730,2024-12-30,calibration,577.3,0.669,1,0,0.583923,0.290000,0.541170,0.551804,1,1,0.292865,0.304488
S47-0731,2024-12-31,calibration,797.9,0.150,1,1,0.364404,0.290000,0.266898,0.343063,0,0,0.537438,0.431567
S47-0732,2025-01-01,calibration,293.3,0.216,0,0,0.058851,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0733,2025-01-02,calibration,428.4,0.183,0,0,0.078291,0.290000,0.005928,0.187593,0,0,0.000035,0.035191
S47-0734,2025-01-03,calibration,567.8,0.658,0,0,0.349190,0.290000,0.313113,0.376328,0,0,0.098040,0.141623
S47-0735,2025-01-04,calibration,848.6,0.044,0,0,0.164902,0.290000,0.037019,0.202862,0,0,0.001370,0.041153
S47-0736,2025-01-05,calibration,506.1,0.646,0,0,0.300756,0.290000,0.136764,0.257959,0,0,0.018704,0.066543
S47-0737,2025-01-06,calibration,584.3,0.250,0,0,0.142204,0.290000,0.187062,0.289190,0,0,0.034992,0.083631
S47-0738,2025-01-07,calibration,594.7,0.692,0,1,0.391765,0.290000,0.375141,0.422820,0,0,0.390449,0.333136
S47-0739,2025-01-08,calibration,784.7,0.180,0,0,0.196882,0.290000,0.265493,0.342073,0,0,0.070487,0.117014
S47-0740,2025-01-09,calibration,431.7,0.857,0,0,0.393195,0.290000,0.102509,0.237993,0,0,0.010508,0.056640
S47-0741,2025-01-10,calibration,545.5,0.497,0,0,0.236403,0.290000,0.093286,0.232802,0,0,0.008702,0.054197
S47-0742,2025-01-11,calibration,478.7,0.155,1,0,0.182590,0.290000,0.037168,0.202937,0,0,0.001381,0.041184
S47-0743,2025-01-12,calibration,701.5,0.658,0,0,0.444850,0.290000,0.218096,0.309538,0,0,0.047566,0.095814
S47-0744,2025-01-13,calibration,665.3,0.194,0,1,0.151601,0.290000,0.063368,0.216512,0,0,0.877280,0.613854
S47-0745,2025-01-14,calibration,573.7,0.231,0,0,0.131713,0.290000,0.160565,0.272460,0,0,0.025781,0.074234
S47-0746,2025-01-15,calibration,712.6,0.788,1,0,0.750597,0.290000,0.795464,0.731674,1,1,0.632763,0.535347
S47-0747,2025-01-16,calibration,433.4,0.790,0,0,0.347556,0.290000,0.146782,0.264001,0,0,0.021545,0.069697
S47-0748,2025-01-17,calibration,749.8,0.743,1,1,0.746191,0.290000,0.881050,0.780872,1,1,0.014149,0.048017
S47-0749,2025-01-18,calibration,864.0,0.478,0,0,0.431925,0.290000,0.332108,0.390368,0,0,0.110296,0.152387
S47-0750,2025-01-19,calibration,518.1,0.741,0,0,0.372221,0.290000,0.236048,0.321662,0,0,0.055719,0.103467
S47-0751,2025-01-20,calibration,465.1,0.626,0,0,0.263724,0.290000,0.073763,0.222077,0,0,0.005441,0.049318
S47-0752,2025-01-21,calibration,923.2,0.476,1,1,0.689461,0.290000,0.713310,0.678359,1,1,0.082191,0.103453
S47-0753,2025-01-22,calibration,406.5,0.317,0,1,0.106262,0.290000,0.109963,0.242245,0,0,0.792167,0.574192
S47-0754,2025-01-23,calibration,263.8,0.435,0,0,0.099428,0.290000,0.015441,0.192169,0,0,0.000238,0.036929
S47-0755,2025-01-24,calibration,588.6,0.466,1,1,0.441223,0.290000,0.425483,0.461629,0,0,0.330070,0.289843
S47-0756,2025-01-25,calibration,714.3,0.826,1,0,0.772222,0.290000,0.798939,0.733802,1,1,0.638303,0.538465
S47-0757,2025-01-26,calibration,681.1,0.362,0,0,0.236728,0.290000,0.298539,0.365694,0,0,0.089126,0.133732
S47-0758,2025-01-27,calibration,553.1,0.636,0,0,0.324603,0.290000,0.291251,0.360424,0,0,0.084827,0.129905
S47-0759,2025-01-28,calibration,599.9,0.377,0,0,0.202733,0.290000,0.058924,0.214164,0,0,0.003472,0.045866
S47-0760,2025-01-29,calibration,642.9,0.256,0,1,0.167521,0.290000,0.054242,0.211710,0,0,0.894458,0.621400
S47-0761,2025-01-30,calibration,740.4,0.339,0,0,0.256966,0.290000,0.426526,0.462440,0,0,0.181924,0.213850
S47-0762,2025-01-31,calibration,656.5,0.511,0,1,0.310561,0.290000,0.179145,0.284127,0,0,0.673804,0.512474
S47-0763,2025-02-01,calibration,923.8,0.323,0,0,0.363640,0.290000,0.299207,0.366178,0,0,0.089525,0.134086
S47-0764,2025-02-02,calibration,662.9,0.175,0,0,0.143527,0.290000,0.038110,0.203414,0,0,0.001452,0.041377
S47-0765,2025-02-03,calibration,587.4,0.605,0,1,0.326777,0.290000,0.305765,0.370951,0,0,0.481962,0.395703
S47-0766,2025-02-04,calibration,815.1,0.851,1,1,0.831781,0.290000,0.943454,0.812432,1,1,0.003197,0.035182
S47-0767,2025-02-05,calibration,401.5,0.463,0,0,0.153618,0.290000,0.134632,0.256685,0,0,0.018126,0.065887
S47-0768,2025-02-06,calibration,636.2,0.346,0,0,0.205315,0.290000,0.068456,0.219223,0,0,0.004686,0.048059
S47-0769,2025-02-07,calibration,386.5,0.742,0,1,0.286080,0.290000,0.228048,0.316228,0,0,0.595911,0.467544
S47-0770,2025-02-08,calibration,465.6,0.549,1,0,0.411880,0.290000,0.229478,0.317196,0,0,0.052660,0.100613
S47-0771,2025-02-09,calibration,321.2,0.759,0,0,0.257424,0.290000,0.217854,0.309377,0,0,0.047461,0.095714
S47-0772,2025-02-10,calibration,747.6,0.635,0,0,0.462023,0.290000,0.438193,0.471520,0,0,0.192013,0.222331
S47-0773,2025-02-11,calibration,687.1,0.585,0,0,0.381379,0.290000,0.352772,0.405849,0,0,0.124448,0.164713
S47-0774,2025-02-12,calibration,528.0,0.405,0,0,0.182276,0.290000,0.151913,0.267130,0,0,0.023078,0.071359
S47-0775,2025-02-13,calibration,583.1,0.548,0,0,0.287676,0.290000,0.061226,0.215378,0,0,0.003749,0.046388
S47-0776,2025-02-14,calibration,726.8,0.306,1,0,0.425166,0.290000,0.292306,0.361184,0,0,0.085443,0.130454
S47-0777,2025-02-15,calibration,830.2,0.489,0,1,0.415227,0.290000,0.359376,0.410838,0,0,0.410399,0.347112
S47-0778,2025-02-16,calibration,368.1,0.369,0,0,0.110200,0.290000,0.122199,0.249338,0,0,0.014933,0.062169
S47-0779,2025-02-17,calibration,188.2,0.189,1,1,0.093774,0.290000,0.023069,0.195899,0,0,0.954395,0.646578
S47-0780,2025-02-18,calibration,637.2,0.478,0,1,0.278001,0.290000,0.117261,0.246459,0,0,0.779227,0.567824
S47-0781,2025-02-19,calibration,424.3,0.684,0,1,0.273865,0.290000,0.095036,0.233781,0,0,0.818959,0.587092
S47-0782,2025-02-20,calibration,608.9,0.412,1,1,0.416465,0.290000,0.212654,0.305913,0,0,0.619914,0.481757
S47-0783,2025-02-21,calibration,459.6,0.373,0,0,0.141583,0.290000,0.057167,0.213241,0,0,0.003268,0.045472
S47-0784,2025-02-22,calibration,893.6,0.209,1,0,0.476966,0.290000,0.452617,0.482772,0,0,0.204863,0.233069
S47-0785,2025-02-23,calibration,244.2,0.800,0,0,0.237325,0.290000,0.198714,0.296736,0,0,0.039487,0.088052
S47-0786,2025-02-24,calibration,573.8,0.776,0,1,0.437676,0.290000,0.247904,0.329804,0,0,0.565648,0.449162
S47-0787,2025-02-25,calibration,636.1,0.279,1,0,0.341931,0.290000,0.134624,0.256680,0,0,0.018124,0.065885
S47-0788,2025-02-26,calibration,501.1,0.288,1,1,0.262561,0.290000,0.110336,0.242459,0,0,0.791502,0.573868
S47-0789,2025-02-27,calibration,549.2,0.286,1,0,0.290203,0.290000,0.137965,0.258679,0,0,0.019034,0.066915
S47-0790,2025-02-28,calibration,822.4,0.548,0,0,0.452940,0.290000,0.320104,0.381472,0,0,0.102466,0.145521
S47-0791,2025-03-01,calibration,771.7,0.159,0,1,0.181250,0.290000,0.106584,0.240311,0,0,0.798193,0.577127
S47-0792,2025-03-02,calibration,612.9,0.359,1,0,0.381237,0.290000,0.178068,0.283443,0,0,0.031708,0.080340
S47-0793,2025-03-03,calibration,781.0,0.336,0,0,0.279086,0.290000,0.282315,0.354007,0,0,0.079702,0.125321
S47-0794,2025-03-04,calibration,316.9,0.546,0,0,0.152995,0.290000,0.013430,0.191195,0,0,0.000180,0.036555
S47-0795,2025-03-05,calibration,619.7,0.249,1,0,0.311332,0.290000,0.097260,0.235029,0,0,0.009459,0.055238
S47-0796,2025-03-06,calibration,684.5,0.350,0,0,0.232098,0.290000,0.317558,0.379596,0,0,0.100843,0.144093
S47-0797,2025-03-07,calibration,395.2,0.607,0,0,0.215278,0.290000,0.098381,0.235660,0,0,0.009679,0.055535
S47-0798,2025-03-08,calibration,419.2,0.206,0,0,0.081331,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0799,2025-03-09,calibration,612.8,0.390,1,0,0.403332,0.290000,0.150961,0.266548,0,0,0.022789,0.071048
S47-0800,2025-03-10,calibration,689.4,0.250,0,0,0.185156,0.290000,0.251484,0.332283,0,0,0.063244,0.110412
S47-0801,2025-03-11,calibration,643.8,0.513,0,0,0.303730,0.290000,0.216657,0.308577,0,0,0.046940,0.095220
S47-0802,2025-03-12,calibration,705.0,0.476,0,1,0.319298,0.290000,0.133181,0.255821,0,0,0.751374,0.553803
S47-0803,2025-03-13,calibration,703.0,0.439,1,0,0.506500,0.290000,0.367697,0.417150,0,0,0.135201,0.174014
S47-0804,2025-03-14,calibration,667.8,0.920,1,1,0.796312,0.290000,0.613261,0.606683,1,1,0.149567,0.154698
S47-0805,2025-03-15,calibration,601.2,0.269,1,0,0.312298,0.290000,0.090129,0.231043,0,0,0.008123,0.053381
S47-0806,2025-03-16,calibration,479.9,0.369,0,0,0.147631,0.290000,0.087577,0.229629,0,0,0.007670,0.052729
S47-0807,2025-03-17,calibration,511.2,0.786,0,0,0.399296,0.290000,0.176035,0.282154,0,0,0.030988,0.079611
S47-0808,2025-03-18,calibration,629.4,0.154,0,0,0.124575,0.290000,0.074060,0.222237,0,0,0.005485,0.049389
S47-0809,2025-03-19,calibration,632.6,0.637,0,0,0.379611,0.290000,0.514966,0.531465,1,1,0.265190,0.282455
S47-0810,2025-03-20,calibration,528.4,0.410,0,0,0.184704,0.290000,0.130447,0.254196,0,0,0.017016,0.064616
S47-0811,2025-03-21,calibration,369.2,0.595,0,0,0.196644,0.290000,0.090106,0.231031,0,0,0.008119,0.053375
S47-0812,2025-03-22,calibration,431.0,0.631,0,0,0.247126,0.290000,0.099913,0.236524,0,0,0.009983,0.055943
S47-0813,2025-03-23,calibration,484.2,0.162,0,0,0.086164,0.290000,0.021249,0.195005,0,0,0.000452,0.038027
S47-0814,2025-03-24,calibration,558.4,0.166,0,0,0.106519,0.290000,0.156963,0.270233,0,0,0.024638,0.073026
S47-0815,2025-03-25,calibration,510.3,0.214,1,0,0.226689,0.290000,0.051849,0.210464,0,0,0.002688,0.044295
S47-0816,2025-03-26,calibration,690.7,0.081,0,0,0.120797,0.290000,0.091452,0.231779,0,0,0.008363,0.053722
S47-0817,2025-03-27,calibration,590.7,0.836,0,0,0.495025,0.290000,0.279248,0.351817,0,0,0.077979,0.123775
S47-0818,2025-03-28,calibration,297.8,0.279,1,0,0.158478,0.290000,0.023041,0.195886,0,0,0.000531,0.038371
S47-0819,2025-03-29,calibration,574.0,0.586,0,1,0.305764,0.290000,0.097573,0.235205,0,0,0.814374,0.584911
S47-0820,2025-03-30,calibration,664.7,0.178,0,0,0.145306,0.290000,0.040435,0.204595,0,0,0.001635,0.041859
S47-0821,2025-03-31,calibration,618.1,0.490,0,0,0.273746,0.290000,0.122512,0.249521,0,0,0.015009,0.062261
S47-0822,2025-04-01,calibration,747.0,0.655,0,1,0.476517,0.290000,0.397833,0.440226,0,0,0.362605,0.313347
S47-0823,2025-04-02,calibration,742.5,0.416,0,1,0.304809,0.290000,0.474765,0.500079,0,1,0.275871,0.249921
S47-0824,2025-04-03,calibration,827.5,0.263,1,1,0.467919,0.290000,0.426133,0.462134,0,0,0.329324,0.289300
S47-0825,2025-04-04,calibration,373.0,0.412,0,0,0.125100,0.290000,0.120121,0.248124,0,0,0.014429,0.061565
S47-0826,2025-04-05,calibration,1002.2,0.332,0,0,0.426193,0.290000,0.349817,0.403623,0,0,0.122372,0.162911
S47-0827,2025-04-06,calibration,397.8,0.834,0,0,0.353292,0.290000,0.119691,0.247873,0,0,0.014326,0.061441
S47-0828,2025-04-07,calibration,747.1,0.739,0,1,0.539493,0.290000,0.487867,0.510320,0,1,0.262281,0.239787
S47-0829,2025-04-08,calibration,401.3,0.266,0,0,0.091280,0.290000,0.025562,0.197130,0,0,0.000653,0.038860
S47-0830,2025-04-09,calibration,825.9,0.319,0,0,0.296233,0.290000,0.185327,0.288076,0,0,0.034346,0.082988
S47-0831,2025-04-10,calibration,1118.2,0.710,0,1,0.765774,0.290000,0.600907,0.597427,1,1,0.159276,0.162065
S47-0832,2025-04-11,calibration,731.8,0.646,0,0,0.458446,0.290000,0.324071,0.384404,0,0,0.105022,0.147766
S47-0833,2025-04-12,calibration,1099.1,0.556,0,0,0.660450,0.290000,0.426207,0.462191,0,0,0.181652,0.213621
S47-0834,2025-04-13,calibration,373.3,0.607,0,0,0.204387,0.290000,0.109416,0.241932,0,0,0.011972,0.058531
S47-0835,2025-04-14,calibration,348.5,0.651,1,1,0.400952,0.290000,0.134319,0.256498,0,0,0.749404,0.552795
S47-0836,2025-04-15,calibration,944.4,0.503,0,1,0.510548,0.290000,0.579598,0.581303,1,1,0.176738,0.175307
S47-0837,2025-04-16,calibration,441.2,0.387,0,0,0.139987,0.290000,0.036179,0.202438,0,0,0.001309,0.040981
S47-0838,2025-04-17,calibration,688.9,0.508,1,1,0.547531,0.290000,0.781887,0.723258,1,1,0.047573,0.076586
S47-0839,2025-04-18,calibration,886.5,0.539,1,1,0.706096,0.290000,0.879557,0.780073,1,1,0.014506,0.048368
S47-0840,2025-04-19,calibration,1179.9,0.532,0,0,0.697559,0.290000,0.439090,0.472219,0,0,0.192800,0.222991
S47-0841,2025-04-20,calibration,704.7,0.434,0,1,0.292370,0.290000,0.228411,0.316473,0,0,0.595350,0.467209
S47-0842,2025-04-21,calibration,509.6,0.214,1,0,0.226321,0.290000,0.052263,0.210679,0,0,0.002731,0.044386
S47-0843,2025-04-22,calibration,770.1,0.341,0,1,0.275539,0.290000,0.366435,0.416191,0,0,0.401405,0.340833
S47-0844,2025-04-23,calibration,757.8,0.529,0,0,0.391836,0.290000,0.317305,0.379410,0,0,0.100683,0.143952
S47-0845,2025-04-24,calibration,793.8,0.548,0,0,0.431778,0.290000,0.337203,0.394165,0,0,0.113706,0.155366
S47-0846,2025-04-25,calibration,730.2,0.365,0,0,0.266120,0.290000,0.239938,0.324322,0,0,0.057570,0.105185
S47-0847,2025-04-26,calibration,313.8,0.466,1,1,0.257195,0.290000,0.067701,0.218819,0,0,0.869182,0.610244
S47-0848,2025-04-27,calibration,182.7,0.289,0,0,0.052905,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0849,2025-04-28,calibration,680.3,0.639,0,1,0.415299,0.290000,0.282550,0.354176,0,0,0.514734,0.417089
S47-0850,2025-04-29,calibration,664.0,0.091,0,0,0.115577,0.290000,0.029951,0.199311,0,0,0.000897,0.039725
S47-0851,2025-04-30,calibration,700.3,0.659,0,1,0.444702,0.290000,0.213689,0.306601,0,0,0.618285,0.480803
S47-0852,2025-05-01,calibration,908.1,0.617,0,0,0.568394,0.290000,0.487924,0.510365,0,1,0.238070,0.260472
S47-0853,2025-05-02,calibration,858.7,0.562,0,1,0.490526,0.290000,0.319799,0.381247,0,0,0.462674,0.382855
S47-0854,2025-05-03,calibration,483.5,0.241,0,0,0.106548,0.290000,0.017847,0.193340,0,0,0.000319,0.037380
S47-0855,2025-05-04,calibration,788.8,0.435,0,0,0.347828,0.290000,0.481799,0.505578,0,1,0.232130,0.255609
S47-0856,2025-05-05,calibration,645.9,0.339,1,1,0.390479,0.290000,0.187304,0.289345,0,0,0.660475,0.505030
S47-0857,2025-05-06,calibration,454.4,0.509,0,0,0.196266,0.290000,0.103658,0.238645,0,0,0.010745,0.056951
S47-0858,2025-05-07,calibration,805.6,0.356,0,0,0.306784,0.290000,0.220593,0.311209,0,0,0.048661,0.096851
S47-0859,2025-05-08,calibration,901.4,0.465,0,0,0.449968,0.290000,0.426250,0.462225,0,0,0.181689,0.213652
S47-0860,2025-05-09,calibration,416.6,0.699,0,1,0.278242,0.290000,0.092226,0.232211,0,0,0.824053,0.589501
S47-0861,2025-05-10,calibration,518.4,0.557,0,0,0.254681,0.290000,0.048187,0.208568,0,0,0.002322,0.043501
S47-0862,2025-05-11,calibration,298.6,0.429,0,1,0.107436,0.290000,0.015291,0.192096,0,0,0.969652,0.652708
S47-0863,2025-05-12,calibration,493.8,0.483,0,0,0.202684,0.290000,0.091132,0.231601,0,0,0.008305,0.053639
S47-0864,2025-05-13,calibration,489.7,0.348,0,0,0.143453,0.290000,0.056708,0.213000,0,0,0.003216,0.045369
S47-0865,2025-05-14,calibration,516.6,0.575,0,1,0.264016,0.290000,0.081064,0.226046,0,0,0.844444,0.599005
S47-0866,2025-05-15,calibration,678.2,0.142,1,1,0.281022,0.290000,0.221552,0.311852,0,0,0.605981,0.473547
S47-0867,2025-05-16,calibration,606.1,0.540,0,1,0.296984,0.290000,0.124129,0.250469,0,0,0.767150,0.561796
S47-0868,2025-05-17,calibration,294.0,0.045,0,0,0.036159,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0869,2025-05-18,calibration,223.1,0.610,0,0,0.141766,0.290000,0.048729,0.208848,0,0,0.002375,0.043617
S47-0870,2025-05-19,calibration,515.0,0.813,0,1,0.421651,0.290000,0.198558,0.296635,0,0,0.642309,0.494722
S47-0871,2025-05-20,calibration,285.2,0.567,1,0,0.300819,0.290000,0.082925,0.227066,0,0,0.006877,0.051559
S47-0872,2025-05-21,calibration,731.7,0.613,0,0,0.433914,0.290000,0.383354,0.429100,0,0,0.146960,0.184127
S47-0873,2025-05-22,calibration,788.5,0.515,0,0,0.403838,0.290000,0.534191,0.546401,1,1,0.285360,0.298554
S47-0874,2025-05-23,calibration,639.2,0.332,1,0,0.380742,0.290000,0.200159,0.297680,0,0,0.040064,0.088614
S47-0875,2025-05-24,calibration,524.7,0.488,0,0,0.220647,0.290000,0.093274,0.232795,0,0,0.008700,0.054194
S47-0876,2025-05-25,calibration,725.8,0.027,0,0,0.114904,0.290000,0.032750,0.200712,0,0,0.001073,0.040285
S47-0877,2025-05-26,calibration,547.2,0.344,0,0,0.164324,0.290000,0.092998,0.232641,0,0,0.008649,0.054122
S47-0878,2025-05-27,calibration,684.1,0.278,0,0,0.195651,0.290000,0.168110,0.277162,0,0,0.028261,0.076819
S47-0879,2025-05-28,calibration,465.2,0.198,0,0,0.090265,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0880,2025-05-29,calibration,751.6,0.577,0,1,0.422090,0.290000,0.504960,0.523666,1,1,0.245065,0.226894
S47-0881,2025-05-30,calibration,843.7,0.273,0,0,0.278905,0.290000,0.052793,0.210955,0,0,0.002787,0.044502
S47-0882,2025-05-31,calibration,255.4,0.511,0,0,0.119119,0.290000,0.009553,0.189327,0,0,0.000091,0.035845
S47-0883,2025-06-01,calibration,977.3,0.453,1,1,0.709076,0.290000,0.729100,0.689036,1,1,0.073387,0.096699
S47-0884,2025-06-02,calibration,734.6,0.705,0,0,0.504700,0.290000,0.262480,0.339956,0,0,0.068896,0.115570
S47-0885,2025-06-03,calibration,624.0,0.598,0,1,0.346604,0.290000,0.246065,0.328534,0,0,0.568418,0.450866
S47-0886,2025-06-04,calibration,669.6,0.344,0,0,0.221112,0.290000,0.087973,0.229848,0,0,0.007739,0.052830
S47-0887,2025-06-05,calibration,684.6,0.122,0,1,0.132366,0.290000,0.102862,0.238193,0,0,0.804857,0.580350
S47-0888,2025-06-06,calibration,896.3,0.659,0,1,0.590468,0.290000,0.525314,0.539513,1,1,0.225326,0.212048
S47-0889,2025-06-07,calibration,838.9,0.353,0,1,0.326447,0.290000,0.104171,0.238936,0,0,0.802510,0.579218
S47-0890,2025-06-08,calibration,726.2,0.490,0,0,0.342674,0.290000,0.185669,0.288295,0,0,0.034473,0.083114
S47-0891,2025-06-09,calibration,367.8,0.843,0,0,0.339034,0.290000,0.183452,0.286875,0,0,0.033655,0.082297
S47-0892,2025-06-10,calibration,761.7,0.170,0,0,0.181696,0.290000,0.283997,0.355212,0,0,0.080654,0.126175
S47-0893,2025-06-11,calibration,408.0,0.443,0,0,0.148426,0.290000,0.129434,0.253596,0,0,0.016753,0.064311
S47-0894,2025-06-12,calibration,634.4,0.159,0,0,0.127884,0.290000,0.073066,0.221701,0,0,0.005339,0.049151
S47-0895,2025-06-13,calibration,363.4,0.477,1,0,0.293427,0.290000,0.139705,0.259723,0,0,0.019517,0.067456
S47-0896,2025-06-14,calibration,313.0,0.516,1,0,0.286386,0.290000,0.087808,0.229756,0,0,0.007710,0.052788
S47-0897,2025-06-15,calibration,214.2,0.387,1,0,0.168485,0.290000,0.042241,0.205515,0,0,0.001784,0.042236
S47-0898,2025-06-16,calibration,588.7,0.330,1,1,0.344365,0.290000,0.217569,0.309186,0,0,0.612199,0.477224
S47-0899,2025-06-17,calibration,463.3,0.215,1,0,0.203413,0.290000,0.007276,0.188237,0,0,0.000053,0.035433
