sample_size,replicate_id,sample_mean_weekly_units,population_mean_weekly_units,population_sd_weekly_units,theoretical_se_units,sampling_method
30,428,929.363,1041.901,612.589,111.843,Independent sampling with replacement
30,429,1378.92,1041.901,612.589,111.843,Independent sampling with replacement
30,430,1198.04,1041.901,612.589,111.843,Independent sampling with replacement
30,431,1181.263,1041.901,612.589,111.843,Independent sampling with replacement
30,432,1042.49,1041.901,612.589,111.843,Independent sampling with replacement
30,433,954.71,1041.901,612.589,111.843,Independent sampling with replacement
30,434,1139.193,1041.901,612.589,111.843,Independent sampling with replacement
30,435,951.34,1041.901,612.589,111.843,Independent sampling with replacement
30,436,1071.263,1041.901,612.589,111.843,Independent sampling with replacement
30,437,871.453,1041.901,612.589,111.843,Independent sampling with replacement
30,438,874.857,1041.901,612.589,111.843,Independent sampling with replacement
30,439,964.49,1041.901,612.589,111.843,Independent sampling with replacement
30,440,1307.36,1041.901,612.589,111.843,Independent sampling with replacement
30,441,1161.003,1041.901,612.589,111.843,Independent sampling with replacement
30,442,883.04,1041.901,612.589,111.843,Independent sampling with replacement
30,443,1182.047,1041.901,612.589,111.843,Independent sampling with replacement
30,444,1083.567,1041.901,612.589,111.843,Independent sampling with replacement
30,445,880.427,1041.901,612.589,111.843,Independent sampling with replacement
30,446,959.707,1041.901,612.589,111.843,Independent sampling with replacement
30,447,887.88,1041.901,612.589,111.843,Independent sampling with replacement
30,448,1067.22,1041.901,612.589,111.843,Independent sampling with replacement
30,449,1070.033,1041.901,612.589,111.843,Independent sampling with replacement
30,450,1149.423,1041.901,612.589,111.843,Independent sampling with replacement
30,451,1065.823,1041.901,612.589,111.843,Independent sampling with replacement
30,452,1065.587,1041.901,612.589,111.843,Independent sampling with replacement
30,453,1090.713,1041.901,612.589,111.843,Independent sampling with replacement
30,454,999.68,1041.901,612.589,111.843,Independent sampling with replacement
30,455,1223.897,1041.901,612.589,111.843,Independent sampling with replacement
30,456,1015.137,1041.901,612.589,111.843,Independent sampling with replacement
30,457,908.35,1041.901,612.589,111.843,Independent sampling with replacement
30,458,1129.167,1041.901,612.589,111.843,Independent sampling with replacement
30,459,956.817,1041.901,612.589,111.843,Independent sampling with replacement
30,460,1127.513,1041.901,612.589,111.843,Independent sampling with replacement
30,461,926.06,1041.901,612.589,111.843,Independent sampling with replacement
30,462,1111.077,1041.901,612.589,111.843,Independent sampling with replacement
30,463,1035.93,1041.901,612.589,111.843,Independent sampling with replacement
30,464,1086.44,1041.901,612.589,111.843,Independent sampling with replacement
30,465,1060.877,1041.901,612.589,111.843,Independent sampling with replacement
30,466,952.037,1041.901,612.589,111.843,Independent sampling with replacement
30,467,934.597,1041.901,612.589,111.843,Independent sampling with replacement
30,468,1180.297,1041.901,612.589,111.843,Independent sampling with replacement
30,469,1020.23,1041.901,612.589,111.843,Independent sampling with replacement
30,470,918.37,1041.901,612.589,111.843,Independent sampling with replacement
30,471,975.963,1041.901,612.589,111.843,Independent sampling with replacement
30,472,1053.5,1041.901,612.589,111.843,Independent sampling with replacement
30,473,1014.11,1041.901,612.589,111.843,Independent sampling with replacement
30,474,967.31,1041.901,612.589,111.843,Independent sampling with replacement
30,475,981.993,1041.901,612.589,111.843,Independent sampling with replacement
30,476,1086.86,1041.901,612.589,111.843,Independent sampling with replacement
30,477,1182.107,1041.901,612.589,111.843,Independent sampling with replacement
30,478,997.927,1041.901,612.589,111.843,Independent sampling with replacement
30,479,950.667,1041.901,612.589,111.843,Independent sampling with replacement
30,480,1028.093,1041.901,612.589,111.843,Independent sampling with replacement
30,481,1158.277,1041.901,612.589,111.843,Independent sampling with replacement
30,482,936.77,1041.901,612.589,111.843,Independent sampling with replacement
30,483,1046.747,1041.901,612.589,111.843,Independent sampling with replacement
30,484,929.99,1041.901,612.589,111.843,Independent sampling with replacement
30,485,1118.2,1041.901,612.589,111.843,Independent sampling with replacement
30,486,897.007,1041.901,612.589,111.843,Independent sampling with replacement
30,487,1150.627,1041.901,612.589,111.843,Independent sampling with replacement
30,488,1047.157,1041.901,612.589,111.843,Independent sampling with replacement
30,489,937.713,1041.901,612.589,111.843,Independent sampling with replacement
30,490,954.61,1041.901,612.589,111.843,Independent sampling with replacement
30,491,1150.657,1041.901,612.589,111.843,Independent sampling with replacement
30,492,1285.32,1041.901,612.589,111.843,Independent sampling with replacement
30,493,774.29,1041.901,612.589,111.843,Independent sampling with replacement
30,494,1112.533,1041.901,612.589,111.843,Independent sampling with replacement
30,495,1254.02,1041.901,612.589,111.843,Independent sampling with replacement
30,496,983.25,1041.901,612.589,111.843,Independent sampling with replacement
30,497,1148.137,1041.901,612.589,111.843,Independent sampling with replacement
30,498,1047.087,1041.901,612.589,111.843,Independent sampling with replacement
30,499,922.71,1041.901,612.589,111.843,Independent sampling with replacement
30,500,1114.497,1041.901,612.589,111.843,Independent sampling with replacement
30,501,1075.533,1041.901,612.589,111.843,Independent sampling with replacement
30,502,1069.637,1041.901,612.589,111.843,Independent sampling with replacement
30,503,1206.717,1041.901,612.589,111.843,Independent sampling with replacement
30,504,879.263,1041.901,612.589,111.843,Independent sampling with replacement
30,505,991.743,1041.901,612.589,111.843,Independent sampling with replacement
30,506,1095.997,1041.901,612.589,111.843,Independent sampling with replacement
30,507,1000.053,1041.901,612.589,111.843,Independent sampling with replacement
30,508,1151.35,1041.901,612.589,111.843,Independent sampling with replacement
30,509,1127.717,1041.901,612.589,111.843,Independent sampling with replacement
30,510,1192.417,1041.901,612.589,111.843,Independent sampling with replacement
30,511,781.913,1041.901,612.589,111.843,Independent sampling with replacement
30,512,1116.583,1041.901,612.589,111.843,Independent sampling with replacement
30,513,857.123,1041.901,612.589,111.843,Independent sampling with replacement
30,514,1115.73,1041.901,612.589,111.843,Independent sampling with replacement
30,515,990.28,1041.901,612.589,111.843,Independent sampling with replacement
30,516,1174.87,1041.901,612.589,111.843,Independent sampling with replacement
30,517,918.063,1041.901,612.589,111.843,Independent sampling with replacement
30,518,1076.22,1041.901,612.589,111.843,Independent sampling with replacement
30,519,1066.393,1041.901,612.589,111.843,Independent sampling with replacement
30,520,1037.583,1041.901,612.589,111.843,Independent sampling with replacement
30,521,1359.007,1041.901,612.589,111.843,Independent sampling with replacement
30,522,1030.627,1041.901,612.589,111.843,Independent sampling with replacement
30,523,1054.073,1041.901,612.589,111.843,Independent sampling with replacement
30,524,1152.45,1041.901,612.589,111.843,Independent sampling with replacement
30,525,856.643,1041.901,612.589,111.843,Independent sampling with replacement
30,526,996.223,1041.901,612.589,111.843,Independent sampling with replacement
30,527,899.173,1041.901,612.589,111.843,Independent sampling with replacement
30,528,1208.707,1041.901,612.589,111.843,Independent sampling with replacement
30,529,1025.17,1041.901,612.589,111.843,Independent sampling with replacement
30,530,1138.977,1041.901,612.589,111.843,Independent sampling with replacement
30,531,910.39,1041.901,612.589,111.843,Independent sampling with replacement
30,532,1152.663,1041.901,612.589,111.843,Independent sampling with replacement
30,533,886.637,1041.901,612.589,111.843,Independent sampling with replacement
30,534,1190.153,1041.901,612.589,111.843,Independent sampling with replacement
30,535,962.6,1041.901,612.589,111.843,Independent sampling with replacement
30,536,1304.497,1041.901,612.589,111.843,Independent sampling with replacement
30,537,1036.473,1041.901,612.589,111.843,Independent sampling with replacement
30,538,855.26,1041.901,612.589,111.843,Independent sampling with replacement
30,539,914.29,1041.901,612.589,111.843,Independent sampling with replacement
30,540,914.563,1041.901,612.589,111.843,Independent sampling with replacement
30,541,1271.237,1041.901,612.589,111.843,Independent sampling with replacement
30,542,1076.98,1041.901,612.589,111.843,Independent sampling with replacement
30,543,966.457,1041.901,612.589,111.843,Independent sampling with replacement
30,544,1052.517,1041.901,612.589,111.843,Independent sampling with replacement
30,545,848.337,1041.901,612.589,111.843,Independent sampling with replacement
30,546,991.643,1041.901,612.589,111.843,Independent sampling with replacement
30,547,1026.36,1041.901,612.589,111.843,Independent sampling with replacement
30,548,825.24,1041.901,612.589,111.843,Independent sampling with replacement
30,549,1136.8,1041.901,612.589,111.843,Independent sampling with replacement
30,550,1209.477,1041.901,612.589,111.843,Independent sampling with replacement
30,551,1044.63,1041.901,612.589,111.843,Independent sampling with replacement
30,552,1227.48,1041.901,612.589,111.843,Independent sampling with replacement
30,553,1345.45,1041.901,612.589,111.843,Independent sampling with replacement
30,554,956.057,1041.901,612.589,111.843,Independent sampling with replacement
30,555,1113.18,1041.901,612.589,111.843,Independent sampling with replacement
30,556,1037.337,1041.901,612.589,111.843,Independent sampling with replacement
30,557,1123.313,1041.901,612.589,111.843,Independent sampling with replacement
30,558,940.28,1041.901,612.589,111.843,Independent sampling with replacement
30,559,958.583,1041.901,612.589,111.843,Independent sampling with replacement
30,560,1337.867,1041.901,612.589,111.843,Independent sampling with replacement
30,561,912.213,1041.901,612.589,111.843,Independent sampling with replacement
30,562,1029.727,1041.901,612.589,111.843,Independent sampling with replacement
30,563,1199.203,1041.901,612.589,111.843,Independent sampling with replacement
30,564,1243.633,1041.901,612.589,111.843,Independent sampling with replacement
30,565,1084.587,1041.901,612.589,111.843,Independent sampling with replacement
30,566,984.573,1041.901,612.589,111.843,Independent sampling with replacement
30,567,1064.93,1041.901,612.589,111.843,Independent sampling with replacement
30,568,1137.597,1041.901,612.589,111.843,Independent sampling with replacement
30,569,1208.68,1041.901,612.589,111.843,Independent sampling with replacement
30,570,984.52,1041.901,612.589,111.843,Independent sampling with replacement
30,571,896.317,1041.901,612.589,111.843,Independent sampling with replacement
30,572,983.277,1041.901,612.589,111.843,Independent sampling with replacement
30,573,1164.73,1041.901,612.589,111.843,Independent sampling with replacement
30,574,932.157,1041.901,612.589,111.843,Independent sampling with replacement
30,575,911.42,1041.901,612.589,111.843,Independent sampling with replacement
30,576,1061.883,1041.901,612.589,111.843,Independent sampling with replacement
30,577,981.157,1041.901,612.589,111.843,Independent sampling with replacement
30,578,1104.037,1041.901,612.589,111.843,Independent sampling with replacement
30,579,1109.97,1041.901,612.589,111.843,Independent sampling with replacement
30,580,942.553,1041.901,612.589,111.843,Independent sampling with replacement
30,581,840.497,1041.901,612.589,111.843,Independent sampling with replacement
30,582,894.33,1041.901,612.589,111.843,Independent sampling with replacement
30,583,1033.893,1041.901,612.589,111.843,Independent sampling with replacement
30,584,992.48,1041.901,612.589,111.843,Independent sampling with replacement
30,585,1010.51,1041.901,612.589,111.843,Independent sampling with replacement
30,586,955.797,1041.901,612.589,111.843,Independent sampling with replacement
30,587,988.527,1041.901,612.589,111.843,Independent sampling with replacement
30,588,1006.547,1041.901,612.589,111.843,Independent sampling with replacement
30,589,1016.117,1041.901,612.589,111.843,Independent sampling with replacement
30,590,1033.843,1041.901,612.589,111.843,Independent sampling with replacement
30,591,905.027,1041.901,612.589,111.843,Independent sampling with replacement
30,592,1174.91,1041.901,612.589,111.843,Independent sampling with replacement
30,593,1012.24,1041.901,612.589,111.843,Independent sampling with replacement
30,594,963.65,1041.901,612.589,111.843,Independent sampling with replacement
30,595,1160.413,1041.901,612.589,111.843,Independent sampling with replacement
30,596,1037.653,1041.901,612.589,111.843,Independent sampling with replacement
30,597,1032.43,1041.901,612.589,111.843,Independent sampling with replacement
30,598,1143.923,1041.901,612.589,111.843,Independent sampling with replacement
30,599,1112.613,1041.901,612.589,111.843,Independent sampling with replacement
30,600,963.373,1041.901,612.589,111.843,Independent sampling with replacement
30,601,1049.74,1041.901,612.589,111.843,Independent sampling with replacement
30,602,876.207,1041.901,612.589,111.843,Independent sampling with replacement
30,603,920.5,1041.901,612.589,111.843,Independent sampling with replacement
30,604,1391.637,1041.901,612.589,111.843,Independent sampling with replacement
30,605,976.093,1041.901,612.589,111.843,Independent sampling with replacement
30,606,1161.49,1041.901,612.589,111.843,Independent sampling with replacement
30,607,898.043,1041.901,612.589,111.843,Independent sampling with replacement
30,608,1065.81,1041.901,612.589,111.843,Independent sampling with replacement
30,609,1013.43,1041.901,612.589,111.843,Independent sampling with replacement
30,610,924.85,1041.901,612.589,111.843,Independent sampling with replacement
30,611,1029.417,1041.901,612.589,111.843,Independent sampling with replacement
30,612,1255.073,1041.901,612.589,111.843,Independent sampling with replacement
30,613,1136.017,1041.901,612.589,111.843,Independent sampling with replacement
30,614,1148.697,1041.901,612.589,111.843,Independent sampling with replacement
30,615,902.06,1041.901,612.589,111.843,Independent sampling with replacement
30,616,883.143,1041.901,612.589,111.843,Independent sampling with replacement
30,617,1094.91,1041.901,612.589,111.843,Independent sampling with replacement
30,618,969.963,1041.901,612.589,111.843,Independent sampling with replacement
30,619,867.313,1041.901,612.589,111.843,Independent sampling with replacement
30,620,1058.61,1041.901,612.589,111.843,Independent sampling with replacement
30,621,1054.277,1041.901,612.589,111.843,Independent sampling with replacement
30,622,854.407,1041.901,612.589,111.843,Independent sampling with replacement
30,623,1262.837,1041.901,612.589,111.843,Independent sampling with replacement
30,624,1114.827,1041.901,612.589,111.843,Independent sampling with replacement
30,625,856.417,1041.901,612.589,111.843,Independent sampling with replacement
30,626,1067.773,1041.901,612.589,111.843,Independent sampling with replacement
30,627,1015.293,1041.901,612.589,111.843,Independent sampling with replacement
30,628,911.693,1041.901,612.589,111.843,Independent sampling with replacement
30,629,1056.703,1041.901,612.589,111.843,Independent sampling with replacement
30,630,916.197,1041.901,612.589,111.843,Independent sampling with replacement
30,631,1024.473,1041.901,612.589,111.843,Independent sampling with replacement
30,632,1171.24,1041.901,612.589,111.843,Independent sampling with replacement
30,633,962.517,1041.901,612.589,111.843,Independent sampling with replacement
30,634,862.56,1041.901,612.589,111.843,Independent sampling with replacement
30,635,1118.437,1041.901,612.589,111.843,Independent sampling with replacement
30,636,1332.287,1041.901,612.589,111.843,Independent sampling with replacement
30,637,1138.15,1041.901,612.589,111.843,Independent sampling with replacement
30,638,1124.943,1041.901,612.589,111.843,Independent sampling with replacement
30,639,1038.047,1041.901,612.589,111.843,Independent sampling with replacement
30,640,990.19,1041.901,612.589,111.843,Independent sampling with replacement
30,641,1005.623,1041.901,612.589,111.843,Independent sampling with replacement
30,642,938.293,1041.901,612.589,111.843,Independent sampling with replacement
30,643,992.993,1041.901,612.589,111.843,Independent sampling with replacement
30,644,1196.51,1041.901,612.589,111.843,Independent sampling with replacement
30,645,921.35,1041.901,612.589,111.843,Independent sampling with replacement
30,646,1066.17,1041.901,612.589,111.843,Independent sampling with replacement
30,647,1027.273,1041.901,612.589,111.843,Independent sampling with replacement
30,648,973.883,1041.901,612.589,111.843,Independent sampling with replacement
30,649,924.403,1041.901,612.589,111.843,Independent sampling with replacement
30,650,1061.497,1041.901,612.589,111.843,Independent sampling with replacement
30,651,1141.553,1041.901,612.589,111.843,Independent sampling with replacement
30,652,942.753,1041.901,612.589,111.843,Independent sampling with replacement
30,653,957.343,1041.901,612.589,111.843,Independent sampling with replacement
30,654,1015.063,1041.901,612.589,111.843,Independent sampling with replacement
30,655,959.81,1041.901,612.589,111.843,Independent sampling with replacement
30,656,1002.76,1041.901,612.589,111.843,Independent sampling with replacement
30,657,1037.617,1041.901,612.589,111.843,Independent sampling with replacement
30,658,1199.853,1041.901,612.589,111.843,Independent sampling with replacement
30,659,1164.187,1041.901,612.589,111.843,Independent sampling with replacement
30,660,970.703,1041.901,612.589,111.843,Independent sampling with replacement
30,661,916.73,1041.901,612.589,111.843,Independent sampling with replacement
30,662,1168.2,1041.901,612.589,111.843,Independent sampling with replacement
30,663,1123.377,1041.901,612.589,111.843,Independent sampling with replacement
30,664,850.81,1041.901,612.589,111.843,Independent sampling with replacement
30,665,1024.16,1041.901,612.589,111.843,Independent sampling with replacement
30,666,1006.893,1041.901,612.589,111.843,Independent sampling with replacement
30,667,873.427,1041.901,612.589,111.843,Independent sampling with replacement
30,668,1090.127,1041.901,612.589,111.843,Independent sampling with replacement
30,669,992.15,1041.901,612.589,111.843,Independent sampling with replacement
30,670,899.963,1041.901,612.589,111.843,Independent sampling with replacement
30,671,964.673,1041.901,612.589,111.843,Independent sampling with replacement
30,672,1392.523,1041.901,612.589,111.843,Independent sampling with replacement
30,673,1070.303,1041.901,612.589,111.843,Independent sampling with replacement
30,674,976.327,1041.901,612.589,111.843,Independent sampling with replacement
30,675,1116.823,1041.901,612.589,111.843,Independent sampling with replacement
30,676,1290.713,1041.901,612.589,111.843,Independent sampling with replacement
30,677,1156.74,1041.901,612.589,111.843,Independent sampling with replacement
30,678,1160.03,1041.901,612.589,111.843,Independent sampling with replacement
30,679,1046.18,1041.901,612.589,111.843,Independent sampling with replacement
30,680,1004.783,1041.901,612.589,111.843,Independent sampling with replacement
30,681,911.427,1041.901,612.589,111.843,Independent sampling with replacement
30,682,994.167,1041.901,612.589,111.843,Independent sampling with replacement
30,683,1051.467,1041.901,612.589,111.843,Independent sampling with replacement
30,684,990.333,1041.901,612.589,111.843,Independent sampling with replacement
30,685,941.473,1041.901,612.589,111.843,Independent sampling with replacement
30,686,896.923,1041.901,612.589,111.843,Independent sampling with replacement
30,687,896.027,1041.901,612.589,111.843,Independent sampling with replacement
30,688,1183.127,1041.901,612.589,111.843,Independent sampling with replacement
30,689,871.983,1041.901,612.589,111.843,Independent sampling with replacement
30,690,938.98,1041.901,612.589,111.843,Independent sampling with replacement
30,691,1089.757,1041.901,612.589,111.843,Independent sampling with replacement
30,692,831.517,1041.901,612.589,111.843,Independent sampling with replacement
30,693,1261.577,1041.901,612.589,111.843,Independent sampling with replacement
30,694,1038.07,1041.901,612.589,111.843,Independent sampling with replacement
30,695,1418.9,1041.901,612.589,111.843,Independent sampling with replacement
30,696,1231.727,1041.901,612.589,111.843,Independent sampling with replacement
30,697,1225.67,1041.901,612.589,111.843,Independent sampling with replacement
30,698,1116.253,1041.901,612.589,111.843,Independent sampling with replacement
30,699,858.557,1041.901,612.589,111.843,Independent sampling with replacement
30,700,958.493,1041.901,612.589,111.843,Independent sampling with replacement
30,701,1135.057,1041.901,612.589,111.843,Independent sampling with replacement
30,702,1100.577,1041.901,612.589,111.843,Independent sampling with replacement
30,703,1100.09,1041.901,612.589,111.843,Independent sampling with replacement
30,704,1093.97,1041.901,612.589,111.843,Independent sampling with replacement
30,705,1110.827,1041.901,612.589,111.843,Independent sampling with replacement
30,706,1117.057,1041.901,612.589,111.843,Independent sampling with replacement
30,707,1021.473,1041.901,612.589,111.843,Independent sampling with replacement
30,708,1264.64,1041.901,612.589,111.843,Independent sampling with replacement
30,709,1242.87,1041.901,612.589,111.843,Independent sampling with replacement
30,710,1131.627,1041.901,612.589,111.843,Independent sampling with replacement
30,711,1000.903,1041.901,612.589,111.843,Independent sampling with replacement
30,712,1183.043,1041.901,612.589,111.843,Independent sampling with replacement
30,713,873.397,1041.901,612.589,111.843,Independent sampling with replacement
30,714,1029.7,1041.901,612.589,111.843,Independent sampling with replacement
30,715,1089.887,1041.901,612.589,111.843,Independent sampling with replacement
30,716,848.69,1041.901,612.589,111.843,Independent sampling with replacement
30,717,1212.457,1041.901,612.589,111.843,Independent sampling with replacement
30,718,949.667,1041.901,612.589,111.843,Independent sampling with replacement
30,719,1036.55,1041.901,612.589,111.843,Independent sampling with replacement
30,720,962.98,1041.901,612.589,111.843,Independent sampling with replacement
30,721,1129.527,1041.901,612.589,111.843,Independent sampling with replacement
30,722,1120.47,1041.901,612.589,111.843,Independent sampling with replacement
30,723,1048.07,1041.901,612.589,111.843,Independent sampling with replacement
30,724,1196.793,1041.901,612.589,111.843,Independent sampling with replacement
30,725,1294.397,1041.901,612.589,111.843,Independent sampling with replacement
30,726,916.393,1041.901,612.589,111.843,Independent sampling with replacement
30,727,1142.497,1041.901,612.589,111.843,Independent sampling with replacement
30,728,993.583,1041.901,612.589,111.843,Independent sampling with replacement
30,729,1131.397,1041.901,612.589,111.843,Independent sampling with replacement
30,730,1218.793,1041.901,612.589,111.843,Independent sampling with replacement
30,731,830.437,1041.901,612.589,111.843,Independent sampling with replacement
30,732,1153.31,1041.901,612.589,111.843,Independent sampling with replacement
30,733,1030.04,1041.901,612.589,111.843,Independent sampling with replacement
30,734,986.65,1041.901,612.589,111.843,Independent sampling with replacement
30,735,893.367,1041.901,612.589,111.843,Independent sampling with replacement
30,736,1239.11,1041.901,612.589,111.843,Independent sampling with replacement
30,737,969.133,1041.901,612.589,111.843,Independent sampling with replacement
30,738,1074.463,1041.901,612.589,111.843,Independent sampling with replacement
30,739,1126.277,1041.901,612.589,111.843,Independent sampling with replacement
30,740,1155.943,1041.901,612.589,111.843,Independent sampling with replacement
30,741,892.367,1041.901,612.589,111.843,Independent sampling with replacement
30,742,1162.667,1041.901,612.589,111.843,Independent sampling with replacement
30,743,1125.82,1041.901,612.589,111.843,Independent sampling with replacement
30,744,1100.387,1041.901,612.589,111.843,Independent sampling with replacement
30,745,1095.173,1041.901,612.589,111.843,Independent sampling with replacement
30,746,999.983,1041.901,612.589,111.843,Independent sampling with replacement
30,747,1173.4,1041.901,612.589,111.843,Independent sampling with replacement
30,748,962.153,1041.901,612.589,111.843,Independent sampling with replacement
30,749,948.367,1041.901,612.589,111.843,Independent sampling with replacement
30,750,959.597,1041.901,612.589,111.843,Independent sampling with replacement
30,751,1148.42,1041.901,612.589,111.843,Independent sampling with replacement
30,752,1106.76,1041.901,612.589,111.843,Independent sampling with replacement
30,753,1057.427,1041.901,612.589,111.843,Independent sampling with replacement
30,754,1008.387,1041.901,612.589,111.843,Independent sampling with replacement
30,755,1240.057,1041.901,612.589,111.843,Independent sampling with replacement
30,756,1050.05,1041.901,612.589,111.843,Independent sampling with replacement
30,757,973.53,1041.901,612.589,111.843,Independent sampling with replacement
30,758,940.777,1041.901,612.589,111.843,Independent sampling with replacement
30,759,834.423,1041.901,612.589,111.843,Independent sampling with replacement
30,760,1028.833,1041.901,612.589,111.843,Independent sampling with replacement
30,761,964.237,1041.901,612.589,111.843,Independent sampling with replacement
30,762,1031.61,1041.901,612.589,111.843,Independent sampling with replacement
30,763,1115.513,1041.901,612.589,111.843,Independent sampling with replacement
30,764,981.923,1041.901,612.589,111.843,Independent sampling with replacement
30,765,1048.08,1041.901,612.589,111.843,Independent sampling with replacement
30,766,885.797,1041.901,612.589,111.843,Independent sampling with replacement
30,767,1012.493,1041.901,612.589,111.843,Independent sampling with replacement
30,768,846.243,1041.901,612.589,111.843,Independent sampling with replacement
30,769,967.327,1041.901,612.589,111.843,Independent sampling with replacement
30,770,1078.317,1041.901,612.589,111.843,Independent sampling with replacement
30,771,1067.54,1041.901,612.589,111.843,Independent sampling with replacement
30,772,1015.05,1041.901,612.589,111.843,Independent sampling with replacement
30,773,972.537,1041.901,612.589,111.843,Independent sampling with replacement
30,774,1013.15,1041.901,612.589,111.843,Independent sampling with replacement
30,775,1148.503,1041.901,612.589,111.843,Independent sampling with replacement
30,776,1013.227,1041.901,612.589,111.843,Independent sampling with replacement
30,777,1198.76,1041.901,612.589,111.843,Independent sampling with replacement
30,778,1189.66,1041.901,612.589,111.843,Independent sampling with replacement
30,779,951.833,1041.901,612.589,111.843,Independent sampling with replacement
30,780,938.153,1041.901,612.589,111.843,Independent sampling with replacement
30,781,957.073,1041.901,612.589,111.843,Independent sampling with replacement
30,782,1170.043,1041.901,612.589,111.843,Independent sampling with replacement
30,783,1132.347,1041.901,612.589,111.843,Independent sampling with replacement
30,784,1174.753,1041.901,612.589,111.843,Independent sampling with replacement
30,785,1119.35,1041.901,612.589,111.843,Independent sampling with replacement
30,786,1138.037,1041.901,612.589,111.843,Independent sampling with replacement
30,787,944.98,1041.901,612.589,111.843,Independent sampling with replacement
30,788,956.077,1041.901,612.589,111.843,Independent sampling with replacement
30,789,1042.543,1041.901,612.589,111.843,Independent sampling with replacement
30,790,1052.387,1041.901,612.589,111.843,Independent sampling with replacement
30,791,1178.333,1041.901,612.589,111.843,Independent sampling with replacement
30,792,1011.847,1041.901,612.589,111.843,Independent sampling with replacement
30,793,949.26,1041.901,612.589,111.843,Independent sampling with replacement
30,794,966.933,1041.901,612.589,111.843,Independent sampling with replacement
30,795,1004.537,1041.901,612.589,111.843,Independent sampling with replacement
30,796,962.863,1041.901,612.589,111.843,Independent sampling with replacement
30,797,960.677,1041.901,612.589,111.843,Independent sampling with replacement
30,798,916.47,1041.901,612.589,111.843,Independent sampling with replacement
30,799,1102.573,1041.901,612.589,111.843,Independent sampling with replacement
30,800,853.047,1041.901,612.589,111.843,Independent sampling with replacement
30,801,1143.283,1041.901,612.589,111.843,Independent sampling with replacement
30,802,984.43,1041.901,612.589,111.843,Independent sampling with replacement
30,803,944.567,1041.901,612.589,111.843,Independent sampling with replacement
30,804,980.727,1041.901,612.589,111.843,Independent sampling with replacement
30,805,1175.287,1041.901,612.589,111.843,Independent sampling with replacement
30,806,1002.327,1041.901,612.589,111.843,Independent sampling with replacement
30,807,985.273,1041.901,612.589,111.843,Independent sampling with replacement
30,808,1081.817,1041.901,612.589,111.843,Independent sampling with replacement
30,809,1242.173,1041.901,612.589,111.843,Independent sampling with replacement
30,810,917.583,1041.901,612.589,111.843,Independent sampling with replacement
30,811,1060.703,1041.901,612.589,111.843,Independent sampling with replacement
30,812,943.563,1041.901,612.589,111.843,Independent sampling with replacement
30,813,1045.623,1041.901,612.589,111.843,Independent sampling with replacement
30,814,1100.76,1041.901,612.589,111.843,Independent sampling with replacement
30,815,1002.803,1041.901,612.589,111.843,Independent sampling with replacement
30,816,1129.303,1041.901,612.589,111.843,Independent sampling with replacement
30,817,1157.22,1041.901,612.589,111.843,Independent sampling with replacement
30,818,999.997,1041.901,612.589,111.843,Independent sampling with replacement
30,819,1058.167,1041.901,612.589,111.843,Independent sampling with replacement
30,820,1061.427,1041.901,612.589,111.843,Independent sampling with replacement
30,821,1004.47,1041.901,612.589,111.843,Independent sampling with replacement
30,822,1131.337,1041.901,612.589,111.843,Independent sampling with replacement
30,823,1029.977,1041.901,612.589,111.843,Independent sampling with replacement
30,824,1087.953,1041.901,612.589,111.843,Independent sampling with replacement
30,825,877.223,1041.901,612.589,111.843,Independent sampling with replacement
30,826,1096.8,1041.901,612.589,111.843,Independent sampling with replacement
30,827,953.347,1041.901,612.589,111.843,Independent sampling with replacement
30,828,1003.293,1041.901,612.589,111.843,Independent sampling with replacement
30,829,1149.58,1041.901,612.589,111.843,Independent sampling with replacement
30,830,1467.097,1041.901,612.589,111.843,Independent sampling with replacement
30,831,972.66,1041.901,612.589,111.843,Independent sampling with replacement
30,832,882.18,1041.901,612.589,111.843,Independent sampling with replacement
30,833,1117.663,1041.901,612.589,111.843,Independent sampling with replacement
30,834,1039.817,1041.901,612.589,111.843,Independent sampling with replacement
30,835,1209.233,1041.901,612.589,111.843,Independent sampling with replacement
30,836,1100.577,1041.901,612.589,111.843,Independent sampling with replacement
30,837,952.063,1041.901,612.589,111.843,Independent sampling with replacement
30,838,992.253,1041.901,612.589,111.843,Independent sampling with replacement
30,839,966.437,1041.901,612.589,111.843,Independent sampling with replacement
30,840,871.897,1041.901,612.589,111.843,Independent sampling with replacement
30,841,1111.66,1041.901,612.589,111.843,Independent sampling with replacement
30,842,1095.457,1041.901,612.589,111.843,Independent sampling with replacement
30,843,958.823,1041.901,612.589,111.843,Independent sampling with replacement
30,844,913.133,1041.901,612.589,111.843,Independent sampling with replacement
30,845,1121.707,1041.901,612.589,111.843,Independent sampling with replacement
30,846,981.317,1041.901,612.589,111.843,Independent sampling with replacement
30,847,1031.437,1041.901,612.589,111.843,Independent sampling with replacement
30,848,1205.283,1041.901,612.589,111.843,Independent sampling with replacement
30,849,880.783,1041.901,612.589,111.843,Independent sampling with replacement
30,850,1078.08,1041.901,612.589,111.843,Independent sampling with replacement
30,851,939.09,1041.901,612.589,111.843,Independent sampling with replacement
30,852,946.083,1041.901,612.589,111.843,Independent sampling with replacement
30,853,1006.493,1041.901,612.589,111.843,Independent sampling with replacement
30,854,1112.577,1041.901,612.589,111.843,Independent sampling with replacement
